,id,Name,Full_Address,Street_Address,City,State,Zip,Plus_Code,Website,Phone,Email,Lat,Lng,Virtual_Tour,Claimed,Category,Rating,Reviews,Amenities,Photos,Main_Image_URL,Sub_Title,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,URL,unique ID
bs2,136,Nomu,"81 Whiteladies Rd, Bristol BS8 2NT",,81 Whiteladies Rd,Bristol,BS8 2NT,F97R+7F Bristol,nomubristol.com,0117 973 2198,nomu@hotmail.co.uk,51.4631914,-2.6088499,No,Yes,Japanese restaurant,4.4,130 reviews,,30 Photos,https://lh5.googleusercontent.com/p/AF1QipP1xYTlKHiEnU6GUmpykESAFobsL1l0u8ubtpnQ=w408-h304-k-no,,5–11pm,5–11pm,5–11pm,5–11pm,5pm–12am,5pm–12am,5–11pm,"https://www.google.com/maps/place/Nomu/@51.4631914,-2.6176046,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718dc2cd3a88d7:0x970a63586b94bbb8!8m2!3d51.4631914!4d-2.6088499?hl=en",Nomu51.4631914-2.6088499
bs2,135,wilks Restaurant,"1 - 3 Chandos Rd, Bristol BS6 6PG",,1 - 3 Chandos Rd,Bristol,BS6 6PG,F99V+27 Bristol,wilksrestaurant.co.uk,0117 973 7999,,51.4675322,-2.6067884,No,Yes,Restaurant,4.7,167 reviews,,153+ Photos,https://lh5.googleusercontent.com/p/AF1QipMI343KZYbdyAzPIK8oHpTRhiYky143Pq5gi3p-=w408-h306-k-no,,Closed,Closed,"12–3pm, 6:30–10pm","12–3pm, 6:30–10pm","12–3pm, 6:30–10pm","12–3pm, 6:30–10pm","12–4pm, 6:30–9pm","https://www.google.com/maps/place/wilks+Restaurant/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718de7aca67a1d:0x5ce271727cb8adec!8m2!3d51.4675322!4d-2.6067884?hl=en",wilks Restaurant51.4675322-2.6067884
bs2,134,Wagamama,"63 Queens Rd, Bristol BS8 1QL",,63 Queens Rd,Bristol,BS8 1QL,F94V+H4 Bristol,wagamama.com,0117 922 1188,press@wagamama.com,51.4564831,-2.6071857,No,Yes,Asian fusion restaurant,4.2,402 reviews,,83+ Photos,https://lh5.googleusercontent.com/p/AF1QipPWUD8X4ppCR0wXOiSMu_YM2_I3Nl_rjKdGMS6O=w408-h229-k-no,,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–10pm,"https://www.google.com/maps/place/Wagamama/@51.4564831,-2.6159404,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718ddadcd44623:0xd36c98e92bda8ea1!8m2!3d51.4564831!4d-2.6071857?hl=en",Wagamama51.4564831-2.6071857
bs2,133,Sandwich Sandwich,"1 Temple Way, Bristol BS2 0BY",,1 Temple Way,Bristol,BS2 0BY,FC38+WV Bristol,sandwichsandwich.co.uk,0117 929 8479,"catering@sandwichsandwich.co.uk,info@sandwichsandwich.co.uk",51.4548309,-2.5828494,No,Yes,Sandwich shop,4.3,7 reviews,,10 Photos,https://lh5.googleusercontent.com/p/AF1QipOsZFdmcjephvgSjxxrStQ5j0HP8dHxoumxFDXp=w408-h310-k-no,,7:30am–3pm,7:30am–3pm,7:30am–3pm,7:30am–3pm,7:30am–3pm,Closed,Closed,"https://www.google.com/maps/place/Sandwich+Sandwich/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e6554efc5c5:0x573bc87d13ec82b4!8m2!3d51.4548309!4d-2.5828494?hl=en",Sandwich Sandwich51.4548309-2.5828494
bs2,132,Za Za Bazaar,"Harbourside, Canon's Rd, Bristol BS1 5UH",Harbourside,Canon's Rd,Bristol,BS1 5UH,FC22+4H Bristol,zazabazaar.com,0117 922 0330,enquiries@zazabazaar.com,51.4503475,-2.5985547,No,No,Buffet restaurant,4.2,"3,890 reviews",,2057+ Photos,https://lh5.googleusercontent.com/p/AF1QipOU1-vOtTL-XPNcAW6xdVfmCtUg6_WLoaK9ew7P=w408-h306-k-no,,12–10:45pm,12–10:45pm,12–10:45pm,12–10:45pm,12–10:45pm,12–10:45pm,12–10:45pm,"https://www.google.com/maps/place/Za+Za+Bazaar/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718dd662910191:0x9b4e0b5781130332!8m2!3d51.4503475!4d-2.5985547?hl=en",Za Za Bazaar51.4503475-2.5985547
bs2,131,Krispy Chicken Grill,"Mina Rd, Bristol BS2 9YP",,Mina Rd,Bristol,BS2 9YP,FC9F+RR Bristol,,,,51.4695472,-2.5754071,No,No,Fried chicken takeaway,2,3 reviews,,,//geo3.ggpht.com/cbk?panoid=kXVkkxNjf3ljXK5EH4U2ww&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=200&yaw=100.56994&pitch=0&thumbfov=100,,,,,,,,,"https://www.google.com/maps/place/Krispy+Chicken+Grill/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e15b50f7573:0x9af4775517ffe48!8m2!3d51.4695472!4d-2.5754071?hl=en",Krispy Chicken Grill51.4695472-2.5754071
bs2,130,Chai Pani,"44 Cotham Hill, Bristol BS6 6LA",,44 Cotham Hill,Bristol,BS6 6LA,F97R+GW Bristol,chaipanionline.com,0117 923 7861,,51.463772,-2.607647,No,Yes,Indian restaurant,4,124 reviews,,31 Photos,https://lh5.googleusercontent.com/p/AF1QipN-pPqTrvmTUpbiY3mLyELm67fOD2noZ5lncNGm=w408-h308-k-no,,5:30–11pm,5:30–11pm,5:30–11pm,5:30–11pm,5:30–11pm,5:30–11pm,Closed,"https://www.google.com/maps/place/Chai+Pani/@51.463772,-2.6164017,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718ddd3f60ad43:0x19eb3b3ff2cc6155!8m2!3d51.463772!4d-2.607647?hl=en",Chai Pani51.463772-2.607647
bs2,129,Sergio's,"1-3 Frogmore St, Bristol BS1 5NA",,1-3 Frogmore St,Bristol,BS1 5NA,F93X+CH Bristol,sergios.co.uk,0117 929 1413,"info@sergios.co.uk,info@sergios.co.uk,info@sergios.co.uk",51.4535631,-2.601059,No,Yes,Italian restaurant,4,160 reviews,,89+ Photos,https://lh5.googleusercontent.com/p/AF1QipOgYK_KeiQg0bL5HQMC1c0arLKkV9f2pD1fcx3u=w408-h306-k-no,,"12–2:30pm, 5:30–11pm","12–2:30pm, 5:30–11pm","12–2:30pm, 5:30–11pm","12–2:30pm, 5:30–11pm","12–2:30pm, 5:30–11pm",5:30–11pm,Closed,"https://www.google.com/maps/place/Sergio's/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718dd7485701d5:0x6c0effa7ff7e3a28!8m2!3d51.4535631!4d-2.601059?hl=en",Sergio's51.4535631-2.601059
bs2,127,Bella Italia,"8-10 Baldwin St, Bristol BS1 1SA",,8-10 Baldwin St,Bristol,BS1 1SA,FC33+8C Bristol,bellaitalia.co.uk,0117 929 3278,,51.4533147,-2.5964671,Yes,Yes,Restaurant,4,463 reviews,,119+ Photos,https://lh5.googleusercontent.com/p/AF1QipNXyt60w4SoOnIxSNu65zxQXlpHuqBVZRtuNOKf=w408-h306-k-no,,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,9am–11:30pm,9am–11pm,"https://www.google.com/maps/place/Bella+Italia/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718dd7c2fcd4ed:0xa7dcb6289efa7587!8m2!3d51.4533147!4d-2.5964671?hl=en",Bella Italia51.4533147-2.5964671
bs2,126,The Milk Thistle,"Quay Head House, Colston Ave, Bristol BS1 1EB",Quay Head House,Colston Ave,Bristol,BS1 1EB,FC43+2P Bristol,milkthistlebristol.com,0117 929 4429,Info@milkthistlebristol.com,51.4550433,-2.5957496,Yes,Yes,Bar,4.5,381 reviews,,249+ Photos,https://lh5.googleusercontent.com/p/AF1QipN9XRuoBQA6rC5AR_Glw_0oh5uGBm1JgogohfzH=w408-h306-k-no,,5pm–1am,5pm–1am,5pm–1am,5pm–1am,5pm–2am,6pm–2am,Closed,"https://www.google.com/maps/place/The+Milk+Thistle/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e77fe3ca629:0x2edbd7be781fe209!8m2!3d51.4550433!4d-2.5957496?hl=en",The Milk Thistle51.4550433-2.5957496
bs2,125,Wahaca Bristol,"70-78 Queens Rd, Bristol BS8 1QU",,70-78 Queens Rd,Bristol,BS8 1QU,F94R+WQ Bristol,wahaca.co.uk,0117 332 4486,"ola@wahaca.co.uk,ola@wahaca.co.uk,bookings@wahaca.co.uk,bookings@wahaca.co.uk,ola@wahaca.co.uk,wahaca@gerbercomms.com,lucy.b@allaboutfoodltd.com,lucy.b@allaboutfoodltd.com,lucy.b@allaboutfoodltd.com,ola@wahaca.co.uk,ola@wahaca.co.uk,ola@wahaca.co.uk,Ola@wahaca.co.uk",51.4572858,-2.6080378,Yes,Yes,Mexican restaurant,4.3,537 reviews,,118+ Photos,https://lh5.googleusercontent.com/p/AF1QipN3KVwhOz9IIcJ7K7yIX479fdNavHvwKMYoiyw=w408-h407-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–10:30pm,"https://www.google.com/maps/place/Wahaca+Bristol/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718ddb2bc9a455:0x46eb6c51ecdeca06!8m2!3d51.4572858!4d-2.6080378?hl=en",Wahaca Bristol51.4572858-2.6080378
bs2,124,Bill's Restaurant,"67-69 Queens Rd, Bristol BS8 1QL",,67-69 Queens Rd,Bristol,BS8 1QL,F94V+M4 Bristol,bills-website.co.uk,0117 929 0035,"privacy@bills-email.co.uk ,privacy@bills-email.co.uk",51.4566278,-2.6071991,No,Yes,British restaurant,4.1,422 reviews,,111+ Photos,https://lh5.googleusercontent.com/p/AF1QipM_cGBVL-0VuDCEx5aOPIfzawTMX9yPHy7amDbX=w408-h305-k-no,,8am–10:30pm,8am–10:30pm,8am–10:30pm,8am–11pm,8am–11pm,8am–11pm,9am–10:30pm,"https://www.google.com/maps/place/Bill's+Restaurant/@51.4566278,-2.6159538,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718ddadb6c481f:0xaec4ee5da96be94f!8m2!3d51.4566278!4d-2.6071991?hl=en",Bill's Restaurant51.4566278-2.6071991
bs2,123,Nova,"41-43 Baldwin St, Bristol BS1 1RB",,41-43 Baldwin St,Bristol,BS1 1RB,FC34+CC Bristol,facebook.com,0117 925 5565,,51.4535988,-2.5939161,No,Yes,Restaurant,4.1,262 reviews,,41 Photos,https://lh5.googleusercontent.com/p/AF1QipMwHUx1G-6_TXoI3sxEdiVoIaGEgpf4abfo_rFM=w408-h272-k-no,,2pm–2am,2pm–2am,2pm–2am,12pm–2am,12pm–2:30am,12pm–2:30am,12pm–1am,"https://www.google.com/maps/place/Nova/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e784083a5d3:0x34ea66f97376d036!8m2!3d51.4535988!4d-2.5939161?hl=en",Nova51.4535988-2.5939161
bs2,121,Turtle Bay Bristol,"8 Broad Quay, Bristol BS1 4DA",,8 Broad Quay,Bristol,BS1 4DA,FC33+46 Bristol,turtlebay.co.uk,0117 929 0209,,51.4528708,-2.5969319,No,Yes,Caribbean restaurant,4.1,"1,235 reviews",,428+ Photos,https://lh5.googleusercontent.com/p/AF1QipNSuFYhKHrYCNM-p9TvYO65Ic2wTJK8Y5x6uQhD=w408-h272-k-no,,10am–11:30pm,10am–11:30pm,10am–11:30pm,10am–12:30am,10am–1:30am,10am–1:30am,10am–11pm,"https://www.google.com/maps/place/Turtle+Bay+Bristol/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718dd633a55ef1:0x558a2da1f9d08bd1!8m2!3d51.4528708!4d-2.5969319?hl=en",Turtle Bay Bristol51.4528708-2.5969319
bs2,118,The Florist Bristol,"69 Park St, Bristol BS1 5PB",,69 Park St,Bristol,BS1 5PB,F93W+XH Bristol,theflorist.uk.com,0117 203 4284,,51.4549225,-2.6035633,Yes,Yes,Restaurant,4.3,338 reviews,,238+ Photos,https://lh5.googleusercontent.com/p/AF1QipP6lU9MVXHCic09t4QDYfIUE_t02Na_EHl034LF=w408-h306-k-no,,12–11pm,12–11pm,12–11pm,12pm–12am,12pm–1am,10am–1am,10am–11pm,"https://www.google.com/maps/place/The+Florist+Bristol/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718dda74bae021:0xede1d6c057e1ed14!8m2!3d51.4549225!4d-2.6035633?hl=en",The Florist Bristol51.4549225-2.6035633
bs2,115,COSMO World Buffet Restaurant | Bristol,"30 Triangle W, Bristol BS8 1ET",,30 Triangle W,Bristol,BS8 1ET,F94R+PR Bristol,cosmo-restaurants.co.uk,0117 934 0999,,51.4567807,-2.607886,No,Yes,Buffet restaurant,4.3,"1,995 reviews",,612+ Photos,https://lh5.googleusercontent.com/p/AF1QipPvkn5YEYw8kp37-8HKBOpGYoBejWQDsuPqcbbj=w408-h229-k-no,,"12–3pm, 5:30–10:30pm","12–3pm, 5:30–10:30pm","12–3pm, 5:30–10:30pm","12–3pm, 5:30–10:30pm","12–3pm, 5:30–11pm","12–4pm, 5–11pm",12–10pm,"https://www.google.com/maps/place/COSMO+World+Buffet+Restaurant+%7C+Bristol/@51.4567807,-2.6166407,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718ddad4b70485:0x5971f81c8f682e6f!8m2!3d51.4567807!4d-2.607886?hl=en",COSMO World Buffet Restaurant | Bristol51.4567807-2.607886
bs2,114,Sophie Cafe&Pub Tatra House,"Sophie Cafe&Pub, 8-9 Surrey St, Bristol BS2 8PS",Sophie Cafe&Pub,8-9 Surrey St,Bristol,BS2 8PS,FC67+65 Bristol,,0117 336 3211,,51.4605302,-2.5870554,No,Yes,Polish restaurant,4.5,45 reviews,,36 Photos,https://lh5.googleusercontent.com/p/AF1QipNVTG2S1wyQXlQeapyRjlbU3B3mENUYuOZaUE44=w408-h306-k-no,,12–8pm,12–8pm,12–8pm,12–8pm,12–8pm,12–8pm,12–7pm,"https://www.google.com/maps/place/Sophie+Cafe%26Pub+Tatra+House/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e73d32a3e43:0xcea41490a5895d4a!8m2!3d51.4605302!4d-2.5870554?hl=en",Sophie Cafe&Pub Tatra House51.4605302-2.5870554
bs2,113,Fresh Takeaway,"124 High Kingsdown, St Michael's Hill, Avon, Bristol BS2 8BU","124 High Kingsdown,  St Michael's Hill",Avon,Bristol,BS2 8BU,F96X+5G Bristol,facebook.com,0117 926 5959,,51.4604653,-2.601229,No,Yes,Chinese Takeaway,4,36 reviews,,16 Photos,https://lh5.googleusercontent.com/p/AF1QipP_yTlTtkVsSfOozju37QaHhsDsOOy5a43-WIYZ=w408-h306-k-no,,11:30am–7:30pm,11:30am–7:30pm,11:30am–7:30pm,11:30am–7:30pm,11:30am–7:30pm,5–8:30pm,Closed,"https://www.google.com/maps/place/Fresh+Takeaway/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718ddeb429a00d:0x829ce9ed738c7724!8m2!3d51.4604653!4d-2.601229?hl=en",Fresh Takeaway51.4604653-2.601229
bs2,112,Taka Taka,"3 Queens Rd, Triangle S, Avon, Bristol BS8 1EZ","3 Queens Rd,  Triangle S",Avon,Bristol,BS8 1EZ,F94V+99 Bristol,taka-taka.co.uk,0117 929 1785,,51.4559503,-2.6065322,No,Yes,Takeaway,4.5,471 reviews,,62+ Photos,https://lh5.googleusercontent.com/p/AF1QipP0j98vpZK6E51DuV-buVTCsUBMweTp68k9xGjz=w408-h306-k-no,,11am–4am,11am–4am,11am–4am,11am–4am,11am–4am,11am–4am,12pm–12am,"https://www.google.com/maps/place/Taka+Taka/@51.4559503,-2.6152869,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718ddaeb4a8137:0x8b515b5338068787!8m2!3d51.4559503!4d-2.6065322?hl=en",Taka Taka51.4559503-2.6065322
bs2,110,Pizza Express,"35 Corn St, Bristol BS1 1HT",,35 Corn St,Bristol,BS1 1HT,FC34+P2 Bristol,pizzaexpress.com,0117 930 0239,,51.4542997,-2.5949693,No,Yes,Pizza restaurant,3.7,115 reviews,,71+ Photos,https://lh5.googleusercontent.com/p/AF1QipPKYtN990tzbEzL53b-hg7Rui3bDA6WvCG4N9CC=w408-h272-k-no,,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–10:30pm,"https://www.google.com/maps/place/Pizza+Express/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e78054d5cff:0x7e8dc5dabb0e41bb!8m2!3d51.4542997!4d-2.5949693?hl=en",Pizza Express51.4542997-2.5949693
bs2,109,Filini Bar & Restaurant,"63 Broad St, Bristol BS1 2EJ",,63 Broad St,Bristol,BS1 2EJ,FC44+3R Bristol,filinirestaurant.com,,,51.4551578,-2.5929932,No,No,Italian restaurant,,,,,//geo3.ggpht.com/cbk?panoid=bgqug2qUSBhVTDiMEoCkjQ&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=200&yaw=25.081276&pitch=0&thumbfov=100,,,,,,,,,"https://www.google.com/maps/place/Filini+Bar+%26+Restaurant/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e77816f460b:0x6b00b5d4d28bfcd2!8m2!3d51.4551578!4d-2.5929932?hl=en",Filini Bar & Restaurant51.4551578-2.5929932
bs2,108,Opa Luxury Hall - Bristol,"14-16 Baldwin St, Bristol BS1 1SE",,14-16 Baldwin St,Bristol,BS1 1SE,FC33+8J Bristol,opa-bristol.co.uk,0117 329 3303,info@opa-bristol.co.uk,51.4532767,-2.5959446,No,Yes,Greek restaurant,4.4,180 reviews,,168+ Photos,https://lh5.googleusercontent.com/p/AF1QipOUY_XbuHacdNTAiLOOnpnTSBhLfMV0ETGdKqrP=w408-h544-k-no,,Closed,"12–3pm, 5:30–10:30pm","12–3pm, 5:30–10:30pm","12–3pm, 5:30–10:30pm",12pm–3am,12pm–3am,4–9pm,"https://www.google.com/maps/place/Opa+Luxury+Hall+-+Bristol/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e78742ad877:0x62869ba7c70962a9!8m2!3d51.4532767!4d-2.5959446?hl=en",Opa Luxury Hall - Bristol51.4532767-2.5959446
bs2,107,Mocha Mocha,"139 St Michael's Hill, Bristol BS2 8BS",,139 St Michael's Hill,Bristol,BS2 8BS,F96X+78 Bristol,mochamocha.co.uk,0117 929 8880,info@mochamocha.co.uk,51.4606719,-2.6016897,Yes,Yes,Coffee shop,4.5,74 reviews,,37 Photos,https://lh5.googleusercontent.com/p/AF1QipM3Z_AHfd2ySCQVPwLsp5PGF21qjjnnDSOOvupf=w408-h229-k-no,,9am–5pm,9am–5pm,9am–5pm,9am–5pm,9am–5pm,9am–5pm,Closed,"https://www.google.com/maps/place/Mocha+Mocha/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718ddeba80dcf5:0x7b543a71ca9bcd49!8m2!3d51.4606719!4d-2.6016897?hl=en",Mocha Mocha51.4606719-2.6016897
bs2,106,M.I.S Pizza and Kebab,"29 Old Market St, Bristol BS2 0BZ",,29 Old Market St,Bristol,BS2 0BZ,FC4C+QG Bristol,,0117 907 4906,,51.4569757,-2.5786643,No,Yes,Pizza Delivery,3.2,49 reviews,,7 Photos,https://lh5.googleusercontent.com/p/AF1QipPItJZczNLlyCgYUyoxqXVfME34yoOPkgScDetv=w408-h544-k-no,,5pm–2:30am,5pm–2:30am,5pm–2:30am,5pm–2:30am,5pm–2:30am,5pm–2:30am,5pm–2:30am,"https://www.google.com/maps/place/M.I.S+Pizza+and+Kebab/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e6f3c120277:0xcad1de7486f56ecb!8m2!3d51.4569757!4d-2.5786643?hl=en",M.I.S Pizza and Kebab51.4569757-2.5786643
bs2,105,Old India,"34 St Nicholas St, Bristol BS1 1TL",,34 St Nicholas St,Bristol,BS1 1TL,FC34+G4 Bristol,oldindia.co.uk,0117 922 1136,info@oldindia.co.uk,51.453854,-2.594689,No,Yes,Indian restaurant,4,191 reviews,,91+ Photos,https://lh5.googleusercontent.com/p/AF1QipP-SBV8SCak1HZg6VnaheAMmrW313DFLiwyh6JM=w408-h343-k-no,,6–11:30pm,6–11:30pm,6–11:30pm,6–11:30pm,6–11:30pm,6–11:30pm,Closed,"https://www.google.com/maps/place/Old+India/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e7815fd8c65:0xc7dc5afe3e711334!8m2!3d51.453854!4d-2.594689?hl=en",Old India51.453854-2.594689
bs2,104,Hat Bistro,"5 Denmark St, Bristol BS1 5DQ",,5 Denmark St,Bristol,BS1 5DQ,FC32+4H Bristol,hatbistro.co.uk,0117 239 2472,"8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com,info@hatbistro.co.uk",51.452849,-2.59862,No,Yes,Greek restaurant,4.7,69 reviews,,56+ Photos,https://lh5.googleusercontent.com/p/AF1QipMjrOJxx8FrDkMXG8CPm5Zf5p4refBzV5s-O1o=w408-h262-k-no,,Closed,12–10:30pm,12–10:30pm,12–10:30pm,12pm–12am,12pm–12am,5–10:30pm,"https://www.google.com/maps/place/Hat+Bistro/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718dd7a7ec5b6b:0x903d8de21760885c!8m2!3d51.452849!4d-2.59862?hl=en",Hat Bistro51.452849-2.59862
bs2,102,Wong's,"12 Denmark St, Bristol BS1 5DQ",,12 Denmark St,Bristol,BS1 5DQ,FC32+84 Bristol,wongsrestaurant.co.uk,0117 925 8883,annie@wongsrestaurant.co.uk,51.4532716,-2.5996867,Yes,Yes,Chinese restaurant,4.1,290 reviews,,486+ Photos,https://lh5.googleusercontent.com/p/AF1QipPI64Vjletbi9ePg_hg7RJjP1Ovc-lzZiqwJLof=w408-h272-k-no,,11:30am–11:30pm,11:30am–11:30pm,11:30am–11:30pm,11:30am–11:30pm,11:30am–12:30am,11:30am–12:30am,11:30am–10pm,"https://www.google.com/maps/place/Wong's/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718dd7128ea98f:0xfe9fd85df1da882d!8m2!3d51.4532716!4d-2.5996867?hl=en",Wong's51.4532716-2.5996867
bs2,100,Redland Tandoori,"20 Chandos Rd, Bristol BS6 6PF",,20 Chandos Rd,Bristol,BS6 6PF,F99V+5R Bristol,redlandtandoori.co.uk,0117 946 6388,redlandtandoori@gmail.com,51.467911,-2.605399,No,Yes,Indian restaurant,4.6,90 reviews,,12 Photos,https://lh5.googleusercontent.com/p/AF1QipMKChdyokgqBnyfhRXQG4VF9JD3I4P5kUz6GZA7=w408-h306-k-no,,6–11:30pm,6–11:30pm,6–11:30pm,6–11:30pm,6pm–12am,6pm–12am,6–11:30pm,"https://www.google.com/maps/place/Redland+Tandoori/@51.467911,-2.6141537,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718de6e2de25a3:0x5a963f20beda2ae6!8m2!3d51.467911!4d-2.605399?hl=en",Redland Tandoori51.467911-2.605399
bs2,99,Pho Bristol,"28 Clare St, Bristol BS1 1YA",,28 Clare St,Bristol,BS1 1YA,FC33+HR Bristol,phocafe.co.uk,0117 911 9739,"music@phocafe.co.uk,libby@phocafe.co.uk,hellopho@phocafe.co.uk",51.4539465,-2.5953856,No,Yes,Vietnamese restaurant,4.2,787 reviews,,423+ Photos,https://lh5.googleusercontent.com/p/AF1QipMsRlJid9QmGzyZnEAnjdb33SIPDdhMlU6nptM=w408-h306-k-no,,12–10:30pm,12–10:30pm,12–10:30pm,12–10:30pm,12–11pm,12–11pm,12–10pm,"https://www.google.com/maps/place/Pho+Bristol/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718e780967f67d:0x5ad5092feae2497d!8m2!3d51.4539465!4d-2.5953856?hl=en",Pho Bristol51.4539465-2.5953856
bs2,97,Bullrush Fine Dining Restaurant,"21 Cotham Rd S, Bristol BS6 5TZ",,21 Cotham Rd S,Bristol,BS6 5TZ,FC72+3V Bristol,bulrushrestaurant.co.uk,0117 329 0990,,51.4627193,-2.5978113,No,No,Restaurant,4.6,16 reviews,,20 Photos,https://lh5.googleusercontent.com/p/AF1QipPea6M1GsKCtA0WD0ic8rqSVXlxKqywzqqNaG-c=w408-h305-k-no,,,,,,,,,"https://www.google.com/maps/place/Bullrush+Fine+Dining+Restaurant/@51.4561479,-2.5811698,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718ddf9e39bb43:0x10ba3523db776ea!8m2!3d51.4627193!4d-2.5978113?hl=en",Bullrush Fine Dining Restaurant51.4627193-2.5978113
bs2,96,CIAO Amici Restaurant,"10-11 Denmark St, Bristol BS1 5DQ",,10-11 Denmark St,Bristol,BS1 5DQ,FC32+5C Bristol,ciaorestaurants.co.uk,0117 927 9516,,51.4529758,-2.5989887,No,Yes,Italian restaurant,4.6,248 reviews,,1358+ Photos,https://lh5.googleusercontent.com/p/AF1QipNj8fMsC96wZEnFsDjyZZ5el3N5geC4UYwUyAeU=w408-h306-k-no,,4:30–10:30pm,4:30–10:30pm,4:30–10:30pm,4:30–10:30pm,4:30–10:30pm,"12–2:30pm, 4:30–10:30pm",4:30–9:30pm,"https://www.google.com/maps/place/CIAO+Amici+Restaurant/@51.4529758,-2.6077434,15z/data=!4m9!1m3!2m2!1sbs2+restaurants!6e5!3m4!1s0x48718dd7a7e6684b:0x2418e4f4890b063e!8m2!3d51.4529758!4d-2.5989887?hl=en",CIAO Amici Restaurant51.4529758-2.5989887
