Keyword,Name,Full_Address,Street_Address,City,State,Zip,Plus_Code,Website,Phone,Email,Lat,Lng,Virtual_Tour,Claimed,Closed,Category,Rating,5_Star,4_Star,3_Star,2_Star,1_Star,Total_Reviews,Amenities,Photos,Main_Image_URL,Sub_Title,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,URL
pubs near london N21,Zaza,"88-90 Chase Side, Enfield EN2 6NX",,88-90 Chase Side,Enfield,EN2 6NX,MW56+QV Enfield,zaza.co.uk,020 8363 6974,"berkhamsted@zaza.co.uk,bushey@zaza.co.uk,enfield@zaza.co.uk,harpenden@zaza.co.uk,pinner@zaza.co.uk,rickmansworth@zaza.co.uk,ruislip@zaza.co.uk,oldamersham@zaza.co.uk",51.6593764,-0.0878238,No,No,,Italian restaurant,4.6,246,100,15,6,4,371,,,,,12–10:30pm,12–10:30pm,12–10:30pm,12–10:30pm,12–10:30pm,12–10:30pm,12–10pm,"https://www.google.com/maps/place/Zaza/@51.6359617,-0.1365065,13z/data=!4m9!1m3!2m2!1spubs+near+london+N21!6e5!3m4!1s0x48761f368f433747:0xeb6a95d71f435495!8m2!3d51.6593764!4d-0.0878238?hl=en"
pubs near london N21,The Grange Indian Restaurant,"23 The Grangeway, London N21 2HD",,23 The Grangeway,London,N21 2HD,JWR3+QF London,thegrangeindianrestaurant.com,020 8360 3690,"”info@thegrangeindianrestaurant.com,info@theGrangeIndianRestaurant.com",51.6419632,-0.0963668,No,Yes,,Indian restaurant,4.3,53,12,11,2,4,82,,,https://lh5.googleusercontent.com/p/AF1QipMuuQARInoNgT9epOKyjbiPpZKVr5fV5f-S1Rfs=w408-h306-k-no,,5:30–11pm,5:30–11pm,5:30–11pm,5:30–11pm,5:30–11pm,5:30–11pm,12–10pm,"https://www.google.com/maps/place/The+Grange+Indian+Restaurant/@51.6359617,-0.1365065,13z/data=!4m9!1m3!2m2!1spubs+near+london+N21!6e5!3m4!1s0x487618d56f9a899f:0xc05f56db7a1d281a!8m2!3d51.6419632!4d-0.0963668?hl=en"
pubs near london N21,ARTE PIZZA Ristorante,"129 Chase Side, Enfield EN2 6NN",,129 Chase Side,Enfield,EN2 6NN,MW56+PX Enfield,artepizzarestaurant.com,020 8363 3777,info@artepizzarestaurant.com,51.6593027,-0.0875812,No,Yes,Closed today,Italian restaurant,4.7,95,17,2,3,1,118,,,,,Closed,5–10:30pm,5–10:30pm,5–10:30pm,5–11pm,12–11pm,12–10pm,"https://www.google.com/maps/place/ARTE+PIZZA+Ristorante/@51.6359617,-0.1365065,13z/data=!4m9!1m3!2m2!1spubs+near+london+N21!6e5!3m4!1s0x48761f368ed8f09d:0xdee33c51222188bd!8m2!3d51.6593027!4d-0.0875812?hl=en"
pubs near london N21,Spice Bar,"2 The Crossway, London N22 5QX",,2 The Crossway,London,N22 5QX,JW34+H2 London,spicebar-tandooriexpress.co.uk,020 8364 1807,,51.6038882,-0.0948969,No,Yes,,Indian takeaway,4.2,9,1,1,1,1,13,,,,,5–11pm,5–11pm,5–11pm,5–11pm,5–11pm,5–11pm,5–11pm,"https://www.google.com/maps/place/Spice+Bar/@51.6359617,-0.1365065,13z/data=!4m9!1m3!2m2!1spubs+near+london+N21!6e5!3m4!1s0x48761ed33706bdc3:0xb4adab5d95181c74!8m2!3d51.6038882!4d-0.0948969?hl=en"
pubs near london N3,The Claddagh Ring,"10 Church Rd, Hendon, London NW4 4EA",10 Church Rd,Hendon,London,NW4 4EA,HQRF+2H London,claddagh-ring.co.uk,020 8203 2600,"info@claddagh-ring.co.uk,8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com",51.5901069,-0.2260676,No,Yes,,Pub,4.3,707,272,116,27,48,1170,,,https://lh5.googleusercontent.com/p/AF1QipMTaGO0REKl9BNu8TGkczLdkagHn8I8gaYrZQBm=w444-h240-k-no,,9:30am–11pm,9:30am–12am,9:30am–12am,9:30am–12am,9:30am–2am,9:30am–2:30am,12pm–1:30am,"https://www.google.com/maps/place/The+Claddagh+Ring/@51.5998628,-0.234364,13z/data=!4m8!1m2!2m1!1spubs+near+london+N3!3m4!1s0x4876014520ace53f:0xca58f246fb6338c2!8m2!3d51.5901069!4d-0.2260676?hl=en"
pubs near london N3,The Hendon,"377 Hendon Way, Hendon, London NW4 3LP",377 Hendon Way,Hendon,London,NW4 3LP,HQJF+F7 London,greeneking-pubs.co.uk,020 8202 6691,824015a79ca041d1a7ac9131bd7ca325@sentry.io,51.5811608,-0.2268664,No,Yes,,Pub,4,318,198,110,38,42,706,,,,,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–12am,11am–12am,11am–11pm,"https://www.google.com/maps/place/The+Hendon/@51.5998628,-0.234364,13z/data=!4m8!1m2!2m1!1spubs+near+london+N3!3m4!1s0x487610dc591ffb65:0x6e844ad2a31a7024!8m2!3d51.5811608!4d-0.2268664?hl=en"
pubs near london N3,Zizzi,"202 Regents Park Rd, Finchley, London N3 3HP",202 Regents Park Rd,Finchley,London,N3 3HP,HRW2+CP London,zizzi.co.uk,020 3719 4452,recruitment@zizzi.co.uk,51.596111,-0.198147,No,No,,Restaurant,4,219,109,56,22,41,447,,,,,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,12–10:30pm,"https://www.google.com/maps/place/Zizzi/@51.5998628,-0.234364,13z/data=!4m8!1m2!2m1!1spubs+near+london+N3!3m4!1s0x487610ada615a331:0x5cb4ba4e5a29208f!8m2!3d51.596111!4d-0.198147?hl=en"
pubs near london N3,The Adam & Eve,"The Ridgeway, London NW7 1RL",,The Ridgeway,London,NW7 1RL,JQ8J+FP London,adameve.pub,020 8161 7011,"ello@adameve.pub,hello@adameve.pub",51.6162443,-0.218137,No,Yes,,Pub,4.2,294,211,61,14,24,604,,,https://lh5.googleusercontent.com/p/AF1QipO0Sxq1isGCY9MT8GCl_L41eolRIWwuvwP9T7d2=w426-h240-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12pm–12am,12pm–12am,12–10:30pm,"https://www.google.com/maps/place/The+Adam+%26+Eve/@51.5998628,-0.234364,13z/data=!4m9!1m3!2m2!1spubs+near+london+N3!6e5!3m4!1s0x4876173e9e7b3923:0xb874f6dd52196d5c!8m2!3d51.6162443!4d-0.218137?hl=en"
pubs near london N3,The Greyhound Pub,"Church End, Hendon, London NW4 4JT",Church End,Hendon,London,NW4 4JT,HQRC+GR London,thegreyhoundhendon.co.uk,020 3302 1551,info@thegreyhoundhendon.co.uk,51.5912901,-0.2278887,No,Yes,,Pub,4.2,119,64,26,8,14,231,,,https://lh5.googleusercontent.com/p/AF1QipOHj9nwl4fYk6JHS8_fAPGV-1RGIyBPP6iZfjwZ=w426-h240-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12–11:30pm,12–11:30pm,12–10:30pm,"https://www.google.com/maps/place/The+Greyhound+Pub/@51.5998628,-0.234364,13z/data=!4m8!1m2!2m1!1spubs+near+london+N3!3m4!1s0x487610d055b9776d:0x41d2a9f7e2c18d0f!8m2!3d51.5912901!4d-0.2278887?hl=en"
pubs near london N3,The Bodhran,"3 Vivian Ave, Hendon, London NW4 3UT",3 Vivian Ave,Hendon,London,NW4 3UT,HQMC+2R London,thebodhranhendon.co.uk,020 8201 5736,mmurphyirelandsdream@btconnect.com,51.582519,-0.2278751,No,Yes,,Pub,4.2,69,22,14,5,7,117,,,https://lh5.googleusercontent.com/p/AF1QipPhjac9pD8f_C7QKh4JErUqkD3ZsSbO1PG8xXXk=w408-h306-k-no,,11am–12am,11am–12am,11am–12am,11am–12am,11am–1am,11am–1am,12pm–12am,"https://www.google.com/maps/place/The+Bodhran/@51.5998628,-0.234364,13z/data=!4m8!1m2!2m1!1spubs+near+london+N3!3m4!1s0x487610dc6df9b417:0xcf8dfab42aa21438!8m2!3d51.582519!4d-0.2278751?hl=en"
pubs near london N3,The Arena Club & Sports Bar,"17 Central Circus, Hendon, London NW4 3AS",17 Central Circus,Hendon,London,NW4 3AS,HQMF+59 London,thearenafine.co.uk,020 8202 0128,,51.5829692,-0.2265567,No,Yes,,Restaurant,4.5,112,42,8,2,4,168,,,https://lh5.googleusercontent.com/p/AF1QipNV4E_ukAnJ3FFdj2eMIwXW74vaI7qpGr7H8ynT=w408-h306-k-no,,4–11pm,4–11pm,4–11pm,4–11pm,4–11pm,12–11pm,12–11pm,"https://www.google.com/maps/place/The+Arena+Club+%26+Sports+Bar/@51.5998628,-0.234364,13z/data=!4m9!1m3!2m2!1spubs+near+london+N3!6e5!3m4!1s0x487610dc802ec277:0xb1a70423070a5b1f!8m2!3d51.5829692!4d-0.2265567?hl=en"
pubs near london N4,Hala Restaurant,"29 Grand Parade, Harringay, London N4 1LG",29 Grand Parade,Harringay,London,N4 1LG,HWJ2+58 London,halarestaurant.co.uk,020 8802 4883,,51.5804126,-0.0991872,No,Yes,,Turkish restaurant,4.5,1261,294,100,42,58,1755,,,https://lh5.googleusercontent.com/p/AF1QipOeh1emUlyEboQULBMwb1SwslJvrVuXn7DbzBVN=w408-h272-k-no,,8am–2am,8am–2am,8am–2am,8am–2am,8am–2am,8am–2am,8am–2am,"https://www.google.com/maps/place/Hala+Restaurant/@51.5587251,-0.141334,13z/data=!4m9!1m3!2m2!1spubs+near+london+N4!6e5!3m4!1s0x48761bf489372faf:0x79fd13de175e03b9!8m2!3d51.5804126!4d-0.0991872?hl=en"
pubs near london N4,Mezzo Tavern,"63-64 Grand Parade, Green Lanes, Harringay, London N4 1AF","63-64 Grand Parade,  Green Lanes",Harringay,London,N4 1AF,HWH2+8G London,,020 8800 8996,,51.5783618,-0.0986677,No,Yes,,Restaurant,4,87,28,11,4,21,151,,,https://lh5.googleusercontent.com/p/AF1QipOehIthKZFnLzb3348bwhKLnij1fF90B6ZGoIoo=w408-h240-k-no-pi-0-ya23.718084-ro-0-fo100,,8am–12am,8am–12am,8am–12am,8am–2am,8am–2am,8am–2am,8am–1am,"https://www.google.com/maps/place/Mezzo+Tavern/@51.5714914,-0.1411192,13z/data=!4m9!1m3!2m2!1spubs+near+london+N4!6e5!3m4!1s0x48761bf4b640d967:0x3778936b67f1e659!8m2!3d51.5783618!4d-0.0986677?hl=en"
pubs near london N4,Blighty - a Commonwealth of Nations cafe,"35-37 Blackstock Rd, Finsbury Park, London N4 2JF",35-37 Blackstock Rd,Finsbury Park,London,N4 2JF,HV7W+HR London,blightycafe.co.uk,,hello@benthompsondesign.com,51.5639931,-0.1029511,No,No,Opens at 07:30,Cafe,4.6,504,111,39,18,15,687,,,,,7:30am–5pm,7:30am–5pm,7:30am–5pm,7:30am–5pm,7:30am–5pm,8am–5pm,9am–5pm,"https://www.google.com/maps/place/Blighty+-+a+Commonwealth+of+Nations+cafe/@51.5688273,-0.1430325,13z/data=!4m9!1m3!2m2!1spubs+near+london+N4!6e5!3m4!1s0x48761b84f5e255d3:0x3a141c60fa759602!8m2!3d51.5639931!4d-0.1029511?hl=en"
pubs near london N4,Dotori,"3 Stroud Green Rd, Finsbury Park, London N4 2DQ",3 Stroud Green Rd,Finsbury Park,London,N4 2DQ,HV7V+VW London,dotorirestaurant.wixsite.com,020 7263 3562,,51.564676,-0.105179,No,Yes,,Pan-Asian restaurant,4.6,653,177,39,19,13,901,,,https://lh5.googleusercontent.com/p/AF1QipMMoCSj_p6fAFN-5ZviRSjPQFxp4l3nfbKtRtY4=w426-h240-k-no,,Closed,5–10:15pm,5–10:15pm,5–10:15pm,"12–2pm, 5–10:15pm","12–2pm, 5–10:15pm",4:30–10pm,"https://www.google.com/maps/place/Dotori/@51.5587251,-0.141334,13z/data=!4m9!1m3!2m2!1spubs+near+london+N4!6e5!3m4!1s0x48761b84d9b87459:0x5144f1dc676ba5b9!8m2!3d51.564676!4d-0.105179?hl=en"
pubs near london N4,Cats Cafe des Artistes Thai Restaurant,"79 Stroud Green Rd, Stroud Green, London N4 3EG",79 Stroud Green Rd,Stroud Green,London,N4 3EG,HV9Q+9R London,cats-cafe-des-artistes.com,020 7281 5557,,51.5683927,-0.1104349,No,Yes,,Thai restaurant,4.1,122,92,44,7,12,277,,,https://lh5.googleusercontent.com/p/AF1QipPANtp5YuOeO-chiP7eQ7GJS2vOVvs9kqQ2YP-W=w408-h306-k-no,,12pm–12am,12pm–12am,12pm–12am,12pm–12am,12pm–12am,12pm–12am,12pm–12am,"https://www.google.com/maps/place/Cats+Cafe+des+Artistes+Thai+Restaurant/@51.5671599,-0.1752025,12z/data=!4m9!1m3!2m2!1spubs+near+london+N4!6e5!3m4!1s0x48761b90bda42763:0x18604ddbfe992d6a!8m2!3d51.5683927!4d-0.1104349?hl=en"
pubs near london N4,Music & Beans Haringey,"461 Green Lanes, Harringay, London N4 1HE",461 Green Lanes,Harringay,London,N4 1HE,HWH2+W6 London,musicandbeans.co.uk,020 8352 2087,camden@musicandbeans.co.uk,51.5798712,-0.0994227,No,No,,Coffee shop,4.5,186,53,18,6,9,272,,,https://lh5.googleusercontent.com/p/AF1QipPv_ca6Ron8Weq619AfzhrYh7HGY5U3xYrub7ZL=w426-h240-k-no,,7am–7pm,7am–7pm,7am–7pm,7am–7pm,7am–7pm,8am–7pm,8am–7pm,"https://www.google.com/maps/place/Music+%26+Beans+Haringey/@51.5581183,-0.1427917,13z/data=!4m9!1m3!2m2!1spubs+near+london+N4!6e5!3m4!1s0x48761bf49a3b286f:0x7762a6c8809477e4!8m2!3d51.5798712!4d-0.0994227?hl=en"
pubs near london N4,Max's Sandwich Shop,"19 Crouch Hill, Stroud Green, London N4 4AP",19 Crouch Hill,Stroud Green,London,N4 4AP,HVCM+7C London,maxssandwichshop.com,020 7263 8759,screweggandcress@maxssandwichshop.com,51.5707276,-0.1164285,No,Yes,Closed,Sandwich shop,4.8,474,53,13,7,8,555,,,https://lh5.googleusercontent.com/p/AF1QipNX8s3CwBbm2vb6vrssaOCin3kO99FPl0YKuVCs=w408-h306-k-no,,Closed,Closed,6–11pm,6–11pm,6pm–12am,11am–12am,11am–6pm,"https://www.google.com/maps/place/Max's+Sandwich+Shop/@51.5581183,-0.1427917,13z/data=!4m9!1m3!2m2!1spubs+near+london+N4!6e5!3m4!1s0x48761b96370dbb85:0x51aece7a122596bb!8m2!3d51.5707276!4d-0.1164285?hl=en"
pubs near london N4,Exquisite Steak House & Cocktail Bar,"167 Blackstock Rd, Finsbury Park, London N4 2JS",167 Blackstock Rd,Finsbury Park,London,N4 2JS,HW62+FG London,exquisite-london.ueniweb.com,020 7359 9529,",,v_kostadinova@msn.com,0bcff741e30744208ddd9484c93bb717@sentry.io",51.5611622,-0.0986661,No,Yes,,Restaurant,4.2,38,16,4,1,7,66,,,https://lh5.googleusercontent.com/p/AF1QipNXaKBEaxkorbb-AZvZYScl6HBxqR_kVUMv4hu-=w408-h358-k-no,,5–11:30pm,5–11:30pm,5–11:30pm,5–11:30pm,5–11:30pm,12–11:30pm,12–11pm,"https://www.google.com/maps/place/Exquisite+Steak+House+%26+Cocktail+Bar/@51.5587251,-0.141334,13z/data=!4m9!1m3!2m2!1spubs+near+london+N4!6e5!3m4!1s0x48761b8141aad22b:0x877bd4b83e575c78!8m2!3d51.5611622!4d-0.0986661?hl=en"
pubs near london N4,La Fabrica,"45 Stroud Green Rd, Stroud Green, London N4 3ES",45 Stroud Green Rd,Stroud Green,London,N4 3ES,"HV9R+37 Finsbury Park, London",lafabricastroudgreen.co.uk,020 7272 0020,"bookings@lafabricastroudgreen.co.uk ,bookings@lafabricastroudgreen.co.uk",51.5676624,-0.1092792,No,No,,Tapas restaurant,4.3,188,92,34,12,6,332,,,https://lh5.googleusercontent.com/p/AF1QipNhQH5Ch7xkii-DA-ilTOPIuFTdNIFyKMCybSx0=w408-h306-k-no,,6–11pm,6–11pm,6–11pm,6–11pm,6–11pm,12–11pm,12–11pm,"https://www.google.com/maps/place/La+Fabrica/@51.5587251,-0.141334,13z/data=!4m9!1m3!2m2!1spubs+near+london+N4!6e5!3m4!1s0x48761b9a8001497b:0xa1b85603f8840e8c!8m2!3d51.5676624!4d-0.1092792?hl=en"
pubs near london N4,Quality Fish Bar,"266 Seven Sisters Rd, Finsbury Park, London N4 2HY",266 Seven Sisters Rd,Finsbury Park,London,N4 2HY,HV7V+PX London,,020 7281 1032,,51.5642576,-0.1050867,No,Yes,Closed today,Fish & chips shop,4.3,81,29,16,4,4,134,,,https://lh5.googleusercontent.com/p/AF1QipNRBGUMYsMwOipgH_KtaIKZx3qXI_dcgMRTq2dN=w426-h240-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–10pm,Closed,"https://www.google.com/maps/place/Quality+Fish+Bar/@51.5587251,-0.141334,13z/data=!4m9!1m3!2m2!1spubs+near+london+N4!6e5!3m4!1s0x48761b84c50488d5:0xb8fb11aab21eaba!8m2!3d51.5642576!4d-0.1050867?hl=en"
pubs near london N4,Goods Office,"1-3 Ferme Park Rd, Stroud Green, London N4 4DS",1-3 Ferme Park Rd,Stroud Green,London,N4 4DS,HVFQ+C2 London,goodsoffice.co.uk,020 8340 7677,admin@goodsoffice.co.uk,51.5735877,-0.112436,No,Yes,,Restaurant,4.3,65,16,9,7,3,100,,,https://lh5.googleusercontent.com/p/AF1QipO0mWro1NWlYMye-7x6v0zJmwBCeahpufbs_A1X=w408-h306-k-no,,8am–8pm,8am–8pm,8am–11pm,8am–11pm,8am–11pm,9am–11pm,9am–8pm,"https://www.google.com/maps/place/Goods+Office/@51.5587251,-0.141334,13z/data=!4m9!1m3!2m2!1spubs+near+london+N4!6e5!3m4!1s0x48761b26736b201b:0x51354017450282c6!8m2!3d51.5735877!4d-0.112436?hl=en"
pubs near london N4,The Baring Arms Pub,"55 Baring St, London N1 3DS",,55 Baring St,London,N1 3DS,GWP6+RH London,thepoetofbaringstreet.com,020 7226 2900,greetings@thepoetofbaringstreet.com,51.537048,-0.088511,No,Yes,,Bar,4.4,72,41,12,2,2,129,,,https://lh5.googleusercontent.com/p/AF1QipNB4Mntp_1MoGY1bY_DCMAhFA8LKIdRpfRoEw0U=w408-h270-k-no,,4–11pm,4–11pm,4–11pm,4–11pm,12–11pm,12–11pm,12–10:30pm,"https://www.google.com/maps/place/The+Baring+Arms+Pub/@51.5671599,-0.1752025,12z/data=!4m9!1m3!2m2!1spubs+near+london+N4!6e5!3m4!1s0x48761c9f4970233d:0x406b03c1867ba398!8m2!3d51.537048!4d-0.088511?hl=en"
pubs near london N4,Brouhaha,"501 Green Lanes, Harringay, London N4 1AL",501 Green Lanes,Harringay,London,N4 1AL,HWJ2+F4 London,brouhahabar.com,020 8348 8553,brouhahabar@gmail.com,51.5811664,-0.0996556,No,Yes,,Bar,4.6,260,101,20,4,2,387,,,https://lh5.googleusercontent.com/p/AF1QipO3GGmS5AZJxGrUfMxPF2k_csJpDz7UZMBWFVyF=w426-h240-k-no,,4–11pm,4–11pm,4–11pm,4–11pm,4pm–1am,4pm–1am,4–10:30pm,"https://www.google.com/maps/place/Brouhaha/@51.5690839,-0.1291007,14z/data=!4m9!1m3!2m2!1spubs+near+london+N4!6e5!3m4!1s0x48761bf479655117:0x71b1a8b5db569330!8m2!3d51.5811664!4d-0.0996556?hl=en"
pubs near london N4,Langano Bar & Restaurant London,"175 Seven Sisters Rd, Finsbury Park, London N4 3NS",175 Seven Sisters Rd,Finsbury Park,London,N4 3NS,HV6Q+XX London,langano.co.uk,020 8062 8902,info@langano.co.uk,51.5624763,-0.11011,No,Yes,,Restaurant,4.9,11,1,0,0,0,12,,,,,10am–11pm,10am–11pm,10am–11pm,10am–11pm,10am–11pm,10am–11pm,10am–11pm,"https://www.google.com/maps/place/Langano+Bar+%26+Restaurant+London/@51.5714914,-0.1411192,13z/data=!4m9!1m3!2m2!1spubs+near+london+N4!6e5!3m4!1s0x48761bf7023444bb:0x7a44eaf7a062d74c!8m2!3d51.5624763!4d-0.11011?hl=en"
pubs near london N4,T Bird,"132 Blackstock Rd, Finsbury Park, London N4 2DX",132 Blackstock Rd,Finsbury Park,London,N4 2DX,HW62+G5 London,tbirdbar.co.uk,020 7503 6202,"enquiries@tbirdbar.co.uk,8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com",51.5613661,-0.0995162,No,Yes,Closed today,Pub,4.5,45,19,7,0,0,71,,,https://lh5.googleusercontent.com/p/AF1QipOnWmRJLKz4oNXpZ40__difrxao-G04pcGxzZuB=w408-h271-k-no,,Closed,5pm–12am,5pm–12am,5pm–12am,5pm–1am,5pm–1am,Closed,"https://www.google.com/maps/place/T+Bird/@51.5716192,-0.1247074,14z/data=!4m8!1m2!2m1!1spubs+near+london+N4!3m4!1s0x48761b815b9ea46f:0xa81adc7b9d73b686!8m2!3d51.5613661!4d-0.0995162?hl=en"
pubs near london N5,The Lighterman,"3 Granary Square, Kings Cross, London N1C 4BH",3 Granary Square,Kings Cross,London,N1C 4BH,GVPG+46 London,thelighterman.co.uk,020 3846 3400,"events@openhouselondon.com,jobs@openhouselondon.com,reservations@thelighterman.co.uk,marketing@openhouselondon.com",51.53526,-0.124376,No,Yes,,Restaurant,4,709,612,275,84,105,1785,,,https://lh5.googleusercontent.com/p/AF1QipP2tjiR06sKZuIEAMexVS5G_COhF_1c7g5GXLw5=w408-h272-k-no,,9am–11:30pm,9am–11:30pm,9am–11:30pm,9am–11:30pm,9am–12am,9am–12am,9am–10:30pm,"https://www.google.com/maps/place/The+Lighterman/@51.53526,-0.1418855,14z/data=!4m9!1m3!2m2!1spubs+near+london+N5!6e5!3m4!1s0x48761b3dee308531:0xcc0087be4a99b17f!8m2!3d51.53526!4d-0.124376?hl=en"
pubs near london N5,Trullo,"300-302 St Paul's Rd, Highbury East, London N1 2LH",300-302 St Paul's Rd,Highbury East,London,N1 2LH,GVWX+G9 London,trullorestaurant.com,020 7226 2733,,51.5462722,-0.101592,No,Yes,,Italian restaurant,4.5,412,135,39,16,16,618,,,https://lh5.googleusercontent.com/p/AF1QipOeHMiXBAmaYq5bCL11FjEhcN1ueinfwp7gS0gl=w408-h271-k-no,,"12:30–2:45pm, 6–10:15pm","12:30–2:45pm, 6–10:15pm","12:30–2:45pm, 6–10:15pm","12:30–2:45pm, 6–10:15pm","12:30–2:45pm, 6–10:15pm","12:30–2:45pm, 6–10:15pm","12:30–2:45pm, 6–9:15pm","https://www.google.com/maps/place/Trullo/@51.5528264,-0.117145,14z/data=!4m9!1m3!2m2!1spubs+near+london+N5!6e5!3m4!1s0x48761b64b5b2568d:0xf3e1468e90952e2a!8m2!3d51.5462722!4d-0.101592?hl=en"
pubs near london N5,Westerns Laundry,"34 Drayton Park, Highbury East, London N5 1PB",34 Drayton Park,Highbury East,London,N5 1PB,HV2V+J4 London,westernslaundry.com,020 7700 3700,,51.5515412,-0.1072368,No,Yes,Closed,Restaurant,4.3,157,67,27,13,11,275,,,https://lh5.googleusercontent.com/p/AF1QipNX9SEnsHIuobTpjYSKNzVFo6iJUJnqo7SANTzc=w408-h272-k-no,,Closed,5:30–10:30pm,5:30–10:30pm,5:30–10:30pm,"12–3pm, 5:30–10:30pm","12–3pm, 5:30–10:30pm",12–4pm,"https://www.google.com/maps/place/Westerns+Laundry/@51.5528264,-0.117145,14z/data=!4m9!1m3!2m2!1spubs+near+london+N5!6e5!3m4!1s0x48761b70cbee7179:0xde05060673c431d1!8m2!3d51.5515412!4d-0.1072368?hl=en"
pubs near london N5,Farang,"72 Highbury Park, Highbury East, London N5 2XE",72 Highbury Park,Highbury East,London,N5 2XE,HW42+RW London,faranglondon.co.uk,020 7226 1609,"reservations@faranglondon.co.uk,events@faranglondon.co.uk",51.5570231,-0.0977481,No,Yes,Closed today,Thai restaurant,4.5,222,52,26,10,10,320,,,https://lh5.googleusercontent.com/p/AF1QipN993g2Aze1Ev9d0ywJgKAULBUA7QVN7OwaWYGg=w493-h240-k-no,,Closed,5:30–10pm,5:30–10pm,5:30–10pm,5:30–10:30pm,"12–3pm, 5:30–10:30pm",Closed,"https://www.google.com/maps/place/Farang/@51.5570231,-0.1152576,14z/data=!4m9!1m3!2m2!1spubs+near+london+N5!6e5!3m4!1s0x48761b81d8020e45:0xa2166c8cf20b1eee!8m2!3d51.5570231!4d-0.0977481?hl=en"
pubs near london N5,Lamezia Pizza & Fresh Pasta,"165 Holloway Rd, London N7 8LX",,165 Holloway Rd,London,N7 8LX,GVXR+WF London,lameziaitalianrestaurant.com,020 7609 6620,"info@lameziaitalianrestaurant.com,info@lameziaitalianrestaurant.com,info@lameziaitalianrestaurant.com,8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com",51.5498062,-0.108798,No,Yes,,Pizza restaurant,4.4,135,28,16,5,10,194,,,https://lh5.googleusercontent.com/p/AF1QipPAEiMWqCGvrVBTure-IFS140UxT4h4LdI7vxd1=w408-h544-k-no,,Closed,"12–3pm, 5:30–10pm","12–3pm, 5:30–10pm","12–3pm, 5:30–10pm","12–3pm, 5:30–10pm","12–3pm, 5:30–10pm","12–3pm, 5:30–10pm","https://www.google.com/maps/place/Lamezia+Pizza+%26+Fresh+Pasta/@51.5528264,-0.117145,14z/data=!4m9!1m3!2m2!1spubs+near+london+N5!6e5!3m4!1s0x48761b70fd962fb1:0x5298690cbb51dbdb!8m2!3d51.5498062!4d-0.108798?hl=en"
pubs near london N5,De Beauvoir Arms,"113 Southgate Rd, London N1 3JS",,113 Southgate Rd,London,N1 3JS,GWR7+MW London,debeauvoirarms.com,020 7359 7392,"info@ladymildmay.com,info@damealiceowen.com,info@debeauvoirarms.com,8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com",51.5416851,-0.0851698,No,Yes,,Gastropub,4.3,220,142,40,11,10,423,,,https://lh5.googleusercontent.com/p/AF1QipMZsY1-HmW4E_eruQqmfDNJI55brPwWQBhW_CBz=w408-h306-k-no,,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–12am,11am–12am,11am–10:30pm,"https://www.google.com/maps/place/De+Beauvoir+Arms/@51.5528264,-0.117145,14z/data=!4m9!1m3!2m2!1spubs+near+london+N5!6e5!3m4!1s0x48761c9a2c906ee1:0xc5c6de7e7968e647!8m2!3d51.5416851!4d-0.0851698?hl=en"
pubs near london N5,Franks Canteen,"86 Highbury Park, Highbury East, London N5 2XE",86 Highbury Park,Highbury East,London,N5 2XE,HW42+WR London,frankscanteen.com,020 7354 4830,8b4e078a51d04e0e9efdf470027f0ec1@sentry.wixpress.com,51.5573724,-0.0979804,No,Yes,Opens at 08:00,Restaurant,4.4,133,47,31,2,7,220,,,https://lh5.googleusercontent.com/p/AF1QipPaz4CTDY8i1DfrGfMX9gw1LSDZS5O_ppCJNzZz=w408-h408-k-no,,8am–4pm,8am–4pm,8am–4pm,"8am–4pm, 6–10:30pm","8am–4pm, 6–10:30pm","9am–3pm, 6–10:30pm",9am–3pm,"https://www.google.com/maps/place/Franks+Canteen/@51.5528264,-0.117145,14z/data=!4m9!1m3!2m2!1spubs+near+london+N5!6e5!3m4!1s0x48761b81dbc47a7d:0x9ab2080d2f06915c!8m2!3d51.5573724!4d-0.0979804?hl=en"
