unique_key,gmap_category,Name,Full_Address,City,State,Zip,Plus_Code,Website,Phone,Email,Lat,Lng,Virtual_Tour,Claimed,Category,Rating,Reviews,Amenities,Photos,Main_Image_URL,Sub_Title,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,URL
Circomedia51.4591846-2.5154668,bars clubs,Circomedia,"Britannia Rd, Kingswood, Bristol BS15 8DB",Kingswood,Bristol,BS15 8DB,FF5M+MR Bristol,circomedia.com,0117 947 7288,"info@circomedia.com,boxoffice@circomedia.com,classes@circomedia.com,youthcircus@circomedia.com,events@circomedia.com,admissions@circomedia.com",51.4591846,-2.5154668,No,No,Performing arts theatre,4.7,22 reviews,,,//geo3.ggpht.com/maps/photothumb/fd/v1?bpb=ChAKDnNlYXJjaC5UQUNUSUxFEkAKEgnZx1IEkY9xSBHZcUZXubxsGxIKDTIMrB4V9ziA_hoSCQOIWxyRj3FIEfgv2XYhLYYAKgoNZgysHhWUK4D-GgYIyAEQmAM&gl=GB,,,,,,,,,"https://www.google.com/maps/place/Circomedia/@51.3725155,-2.5522185,11z/data=!4m9!1m3!2m2!1sbs15+bars+clubs!6e5!3m4!1s0x48718f910452c7d9:0x1b6cbcb9574671d9!8m2!3d51.4591846!4d-2.5154668?hl=en"
Pot Black Club51.4764809-2.5380902,bars clubs,Pot Black Club,"574-590 Fishponds Rd, Bristol BS16 3DD",574-590 Fishponds Rd,Bristol,BS16 3DD,FFG6+HQ Bristol,,0117 965 1712,,51.4764809,-2.5380902,No,No,Snooker and Pool Club,4.5,75 reviews,,5 Photos,https://lh5.googleusercontent.com/p/AF1QipMuG7Ws4EiwVmwE7Hz18R08NRIlf9G8erv8L3_o=w408-h544-k-no,,,,,,,,,"https://www.google.com/maps/place/Pot+Black+Club/@51.3725155,-2.5522185,11z/data=!4m9!1m3!2m2!1sbs15+bars+clubs!6e5!3m4!1s0x48718fcfcc84ff69:0x58cc632400c6b8a!8m2!3d51.4764809!4d-2.5380902?hl=en"
The Barley Mow51.4433108-2.5943957,bars clubs,The Barley Mow,"1 East St, Bristol BS3 4HH",1 East St,Bristol,BS3 4HH,CCV4+86 Bristol,bristolbeerfactory.co.uk,0117 983 0386,"enquiries@bristolbeerfactory.co.uk,barleymow@bristolbeerfactory.co.uk,arnolfini@bristolbeerfactory.co.uk",51.4433108,-2.5943957,No,No,Pub,3.4,19 reviews,,6 Photos,https://lh5.googleusercontent.com/p/AF1QipOaUPIhN0xCdSPO6rAwfVUEAAGU7WdSJ9ryXFvE=w408-h306-k-no,,9am–9pm,9am–9pm,9am–9pm,9am–9pm,9am–9pm,9am–9pm,9am–9pm,"https://www.google.com/maps/place/The+Barley+Mow/@51.3725155,-2.5522185,11z/data=!4m9!1m3!2m2!1sbs15+bars+clubs!6e5!3m4!1s0x48718e801e964fab:0x1a1d56cefdd82932!8m2!3d51.4433108!4d-2.5943957?hl=en"
Kingswood Gymnastic Centre51.4595633-2.5154193,bars clubs,Kingswood Gymnastic Centre,"Wesley Studios/Britannia Rd, Bristol BS15 8DB",Wesley Studios/Britannia Rd,Bristol,BS15 8DB,FF5M+RR Bristol,kingswoodgymnastics.co.uk,0117 947 6449,admin@kingswoodgymnastics.co.uk,51.4595633,-2.5154193,No,No,Sports club,4,7 reviews,,,//maps.gstatic.com/tactile/pane/default_geocode-1x.png,,,,,,,,,"https://www.google.com/maps/place/Kingswood+Gymnastic+Centre/@51.3725155,-2.5522185,11z/data=!4m9!1m3!2m2!1sbs15+bars+clubs!6e5!3m4!1s0x48718f90d0e3351d:0x215d6ce3a3ccdfd2!8m2!3d51.4595633!4d-2.5154193?hl=en"
The Old Crown Inn51.4034022-2.4321276,bars clubs,The Old Crown Inn,"Kelston Road, Kelston, Bath BA1 9AQ",Kelston,Bath,BA1 9AQ,"CH39+94 Kelston, Bath",oldcrownkelston.com,01225 423032,info@oldcrownkelston.com,51.4034022,-2.4321276,No,Yes,Pub,4.4,188 reviews,,70+ Photos,https://lh5.googleusercontent.com/p/AF1QipP-iC94loSmWW7qKkmjox5w2shFOUjrW-2EQ3EO=w408-h272-k-no,,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–12am,11:30am–12am,11:30am–10pm,"https://www.google.com/maps/place/The+Old+Crown+Inn/@51.3725155,-2.5522185,11z/data=!4m9!1m3!2m2!1sbs15+bars+clubs!6e5!3m4!1s0x48718682db342cc1:0x14fef6f72798cf41!8m2!3d51.4034022!4d-2.4321276?hl=en"
Talbot Inn51.4124568-2.4929378,bars clubs,Talbot Inn,"Bath Rd, Keynsham, Bristol BS31 1NP",Keynsham,Bristol,BS31 1NP,"CG64+XR Keynsham, Bristol",hungryhorse.co.uk,0117 986 3232,824015a79ca041d1a7ac9131bd7ca325@sentry.io,51.4124568,-2.4929378,No,Yes,Pub,3.3,447 reviews,,68+ Photos,https://lh5.googleusercontent.com/p/AF1QipPJ8VDmmtuNiCWXOIBbhQFPxUP56PQdwH3vR2lm=w408-h306-k-no,,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–11pm,"https://www.google.com/maps/place/Talbot+Inn/@51.3725155,-2.5522185,11z/data=!4m9!1m3!2m2!1sbs15+bars+clubs!6e5!3m4!1s0x487185f87deb3861:0xb97827525a7b0ae3!8m2!3d51.4124568!4d-2.4929378?hl=en"
Hare Brewery51.4513175-2.4637181,bars clubs,Hare Brewery,"Southway Dr, Warmley, Bristol BS30 5LW",Warmley,Bristol,BS30 5LW,FG2P+GG Bristol,bathales.com,0117 947 4797,"grazebathenquiries@bathales.co.uk,graze@bathales.co.uk,info@thehoppolebath.co.uk,swan@bathales.co.uk,salamander@bathales.co.uk ,wellington@bathales.co.uk,marketing@bathales.co.uk,salamander@bathales.co.uk,loyalhareforce@bathales.co.uk",51.4513175,-2.4637181,No,Yes,Brewery,4.9,10 reviews,,13 Photos,https://lh5.googleusercontent.com/p/AF1QipNle5ZpCL6arykkOQEVBkhThQ4EMSThc0cuXc8z=w408-h272-k-no,,9am–5pm,9am–5pm,9am–5pm,9am–8:30pm,9am–8:30pm,11am–5pm,Closed,"https://www.google.com/maps/place/Hare+Brewery/@51.3725155,-2.5522185,11z/data=!4m9!1m3!2m2!1sbs15+bars+clubs!6e5!3m4!1s0x4871856d5711abdb:0x143ca488fbdb2d49!8m2!3d51.4513175!4d-2.4637181?hl=en"
Star Fish Bar51.4965168-2.4950784,bars clubs,Star Fish Bar,"30 Westbourne Rd, Emersons Green, Bristol BS16 6RX",Emersons Green,Bristol,BS16 6RX,FGW3+JX Bristol,,0117 301 4044,,51.4965168,-2.4950784,No,Yes,Bar,4,28 reviews,,,//geo1.ggpht.com/cbk?panoid=8TNtMG9yYy58F58YMhF9bA&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=200&yaw=208.53343&pitch=0&thumbfov=100,,4:30–9pm,"11:30am–2pm, 4:30–9pm","11:30am–2pm, 4:30–9pm","11:30am–2pm, 4:30–9pm","11:30am–2pm, 4:30–9pm","11:30am–2pm, 4:30–9pm",Closed,"https://www.google.com/maps/place/Star+Fish+Bar/@51.4965168,-2.6351541,11z/data=!4m9!1m3!2m2!1sbs15+bars+clubs!6e5!3m4!1s0x48719aa8d5a5a0c9:0xc1b8cd75030596fc!8m2!3d51.4965168!4d-2.4950784?hl=en"
Red Lion51.4844955-2.4861205,bars clubs,Red Lion,"39 St James St, Bristol BS16 9HD",39 St James St,Bristol,BS16 9HD,FGM7+QH Bristol,,0117 329 8693,,51.4844955,-2.4861205,No,No,Pub,4.3,54 reviews,,7 Photos,https://lh5.googleusercontent.com/p/AF1QipMwT8jtdE-_gDrol0Dp8ix_3NCiVtiMtwp-NCp6=w408-h544-k-no,,11am–12am,11am–12am,11am–12am,11am–12am,11am–12:30am,11am–12:30am,11am–11:30pm,"https://www.google.com/maps/place/Red+Lion/@51.3725155,-2.5522185,11z/data=!4m9!1m3!2m2!1sbs15+bars+clubs!6e5!3m4!1s0x4871854ddc834691:0x13b22998c19c828c!8m2!3d51.4844955!4d-2.4861205?hl=en"
Cat & Wheel51.468831-2.5930882,bars clubs,Cat & Wheel,"207 Cheltenham Rd, Bristol BS6 5QX",207 Cheltenham Rd,Bristol,BS6 5QX,FC94+GQ Bristol,cascadepubs.co.uk,0117 942 7862,"brew.crew@wickwarbrewing.co.uk ,brew.crew@wickwarbrewing.co.uk,chris@redbeetle.co.uk",51.468831,-2.5930882,No,No,Pub,4.1,338 reviews,,42 Photos,https://lh5.googleusercontent.com/p/AF1QipNFD1C6F1Nzv3H_Xk_Z_iOU6BhWRuq_zUMLtNGD=w408-h725-k-no,,12pm–12am,12pm–12am,12pm–12am,12pm–12am,12pm–1am,12pm–1am,12pm–12am,"https://www.google.com/maps/place/Cat+%26+Wheel/@51.4813631,-2.5876285,13z/data=!4m9!1m3!2m2!1sbs15+bars+clubs!6e5!3m4!1s0x48718e0bbbb7a88f:0x693aade7e7a5a6d0!8m2!3d51.468831!4d-2.5930882?hl=en"
The Barley Mow51.453351-2.57742,bars clubs,The Barley Mow,"39 Barton Rd, St Philips, Bristol BS2 0LF",St Philips,Bristol,BS2 0LF,FC3F+82 Bristol,barleymowbristol.com,0117 930 4709,"enquiries@bristolbeerfactory.co.uk,barleymow@bristolbeerfactory.co.uk,arnolfini@bristolbeerfactory.co.uk",51.453351,-2.57742,Yes,Yes,Pub,4.5,461 reviews,,119+ Photos,https://lh5.googleusercontent.com/p/AF1QipN7Fq_SZF92hxyycGfAnXzR6INBdKcZBo8zI13r=w408-h612-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12–11:30pm,12–11:30pm,12–10pm,"https://www.google.com/maps/place/The+Barley+Mow/@51.3725155,-2.5522185,11z/data=!4m9!1m3!2m2!1sbs15+bars+clubs!6e5!3m4!1s0x48718e65d6c75e8f:0x3df23c9972f4d808!8m2!3d51.453351!4d-2.57742?hl=en"
St Annes Board Mill Social Club51.4558746-2.5564241,bars clubs,St Annes Board Mill Social Club,"Avonvale Rd, Bristol BS5 9RU",Avonvale Rd,Bristol,BS5 9RU,FC4V+8C Bristol,stannesboardmill.co.uk,0117 955 7067,support@cobweb.uk.com,51.4558746,-2.5564241,No,No,Club,4.3,64 reviews,,15 Photos,https://lh5.googleusercontent.com/p/AF1QipN752z-mN-sSfUzsy8PTVfpQ-iAYYQRkyfoGQRf=w408-h229-k-no,,,,,,,,,"https://www.google.com/maps/place/St+Annes+Board+Mill+Social+Club/@51.3725155,-2.5522185,11z/data=!4m9!1m3!2m2!1sbs15+bars+clubs!6e5!3m4!1s0x48718e4fde661c6d:0xd53f364061659999!8m2!3d51.4558746!4d-2.5564241?hl=en"
The Brassmill51.4176671-2.4925739,bars clubs,The Brassmill,"Avon Mill Ln, Keynsham, Bristol BS31 2UG",Keynsham,Bristol,BS31 2UG,"CG94+3X Keynsham, Bristol",vintageinn.co.uk,0117 986 7280,,51.4176671,-2.4925739,No,Yes,Pub,4,541 reviews,,149+ Photos,https://lh5.googleusercontent.com/p/AF1QipOh6_U7qoClYPmFyejZ1p5fQoWSQvGFs156ll78=w408-h216-k-no,,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–10:30pm,"https://www.google.com/maps/place/The+Brassmill/@51.3725155,-2.5522185,11z/data=!4m9!1m3!2m2!1sbs15+bars+clubs!6e5!3m4!1s0x487185f7c0d7b85d:0x9eb6aee5b84abf4a!8m2!3d51.4176671!4d-2.4925739?hl=en"
The Essex Pub51.4628897-2.5180109,bars clubs,The Essex Pub,"239 Two Mile Hill Rd, Bristol BS15 1AY",239 Two Mile Hill Rd,Bristol,BS15 1AY,FF7J+5Q Bristol,,,,51.4628897,-2.5180109,No,No,Pub,4.2,29 reviews,,4 Photos,https://lh5.googleusercontent.com/p/AF1QipPzKKn891DnRckIBFpfsEF8ufEgHHkJ3MBT-OTF=w408-h725-k-no,,,,,,,,,"https://www.google.com/maps/place/The+Essex+Pub/@51.3725155,-2.5522185,11z/data=!4m9!1m3!2m2!1sbs15+bars+clubs!6e5!3m4!1s0x48718f943e3af745:0x212bbc1fae148689!8m2!3d51.4628897!4d-2.5180109?hl=en"
Kingswood Entertainment & Sports Club51.4624239-2.5058716,bars clubs,Kingswood Entertainment & Sports Club,"104 Regent St, Bristol BS15 8HP",104 Regent St,Bristol,BS15 8HP,FF6V+XM Bristol,kesclub.co.uk,0117 967 5804,,51.4624239,-2.5058716,No,No,Recreation Centre,4.1,46 reviews,,4 Photos,https://lh5.googleusercontent.com/p/AF1QipONamYZrPfc_enn5ZxB-NmVOL_4MW4XA9dzMyvq=w408-h408-k-no,,10am–11pm,10am–11pm,10am–11pm,10am–11pm,10am–12am,10am–12am,11am–11pm,"https://www.google.com/maps/place/Kingswood+Entertainment+%26+Sports+Club/@51.3725155,-2.5522185,11z/data=!4m9!1m3!2m2!1sbs15+bars+clubs!6e5!3m4!1s0x48718f8c2efab0ef:0xc97d6a803b2312c7!8m2!3d51.4624239!4d-2.5058716?hl=en"
The Ship Inn51.412065-2.496831,bars clubs,The Ship Inn,"93 Temple St, Keynsham, Bristol BS31 1ER",Keynsham,Bristol,BS31 1ER,"CG63+R7 Keynsham, Bristol",,0117 914 9075,,51.412065,-2.496831,No,Yes,Bar,4,93 reviews,,37 Photos,https://lh5.googleusercontent.com/p/AF1QipMnIDkxGi-7WHECqZ9K7crpfyaH1h1JUd9Edqd7=w408-h816-k-no,,,,,,,,,"https://www.google.com/maps/place/The+Ship+Inn/@51.3725155,-2.5522185,11z/data=!4m9!1m3!2m2!1sbs15+bars+clubs!6e5!3m4!1s0x48718f56fc15c009:0x5e6fd654832b8d3b!8m2!3d51.412065!4d-2.496831?hl=en"
Huntsman Taverners Downend51.4941277-2.4880172,bars clubs,Huntsman Taverners Downend,"Westerleigh Rd, Emersons Green, Bristol BS16 6UB",Emersons Green,Bristol,BS16 6UB,"FGV6+MQ Emersons Green, Bristol",huntsmanpubdownend.co.uk,0117 956 1482,"huntsman.bristol@marstons.co.uk,Huntsman.Bristol@marstons.co.uk",51.4941277,-2.4880172,No,Yes,Pub,3.5,378 reviews,,152+ Photos,https://lh5.googleusercontent.com/p/AF1QipONCqludNrhc8g6acukbUv4DCic3VYKr6yWzTjf=w408-h306-k-no,,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–11pm,"https://www.google.com/maps/place/Huntsman+Taverners+Downend/@51.3725155,-2.5522185,11z/data=!4m9!1m3!2m2!1sbs15+bars+clubs!6e5!3m4!1s0x48718fe3c41b5ba7:0x61e0b4527e0d7a80!8m2!3d51.4941277!4d-2.4880172?hl=en"
501Bar51.4810416-2.5066702,bars clubs,501Bar,"2 Broad St, Bristol BS16 5NX",2 Broad St,Bristol,BS16 5NX,FFJV+C8 Bristol,cafe501bristol.co.uk,0117 329 0651,info@cafe501bristol.co.uk,51.4810416,-2.5066702,Yes,No,Bar,4.2,54 reviews,,21 Photos,https://lh5.googleusercontent.com/p/AF1QipPIf2Thie4kkptgQm-T8mY7lr5b2GFpGlVpP0yC=w408-h200-k-no-pi-2.9338646-ya42.04114-ro-0-fo100,,,,,,,,,"https://www.google.com/maps/place/501Bar/@51.4616606,-2.5814183,13z/data=!4m9!1m3!2m2!1sbs15+bars+clubs!6e5!3m4!1s0x48718ffbc5813733:0x2dd6f051618d7627!8m2!3d51.4810416!4d-2.5066702?hl=en"
The Duck & Willow51.4869277-2.50732,bars clubs,The Duck & Willow,"64 Downend Rd, Bristol BS16 5UE",64 Downend Rd,Bristol,BS16 5UE,FFPV+Q3 Bristol,theduckandwillowbristol.co.uk,0117 956 6843,,51.4869277,-2.50732,No,Yes,Pub,4.4,352 reviews,,84+ Photos,https://lh5.googleusercontent.com/p/AF1QipNoYfmWxpj_s3mtdpY9YgvTZJ09aXU-jqZqEU3d=w408-h271-k-no,,11:30am–11pm,11:30am–11pm,11:30am–11pm,11:30am–11pm,9am–11:30pm,9am–11:30pm,12–10:30pm,"https://www.google.com/maps/place/The+Duck+%26+Willow/@51.4869277,-2.5423389,13z/data=!4m9!1m3!2m2!1sbs15+bars+clubs!6e5!3m4!1s0x48718fed55448d21:0x34ee54141e0f4419!8m2!3d51.4869277!4d-2.50732?hl=en"
Cross Keys51.4509194-2.5055316,bars clubs,Cross Keys,"15 Hollyguest Rd, Bristol BS15 9NT",15 Hollyguest Rd,Bristol,BS15 9NT,FF2V+9Q Bristol,,0117 961 2209,,51.4509194,-2.5055316,No,No,Pub,4.3,79 reviews,,22 Photos,https://lh5.googleusercontent.com/p/AF1QipMjSaDSMgy8Id_lJlnF8S0qkqEsXOnDE-_BMtmC=w408-h229-k-no,,,,,,,,,"https://www.google.com/maps/place/Cross+Keys/@51.455747,-2.5903533,13z/data=!4m9!1m3!2m2!1sbs15+bars+clubs!6e5!3m4!1s0x48718f83fd145697:0x9e15eec44a9ae116!8m2!3d51.4509194!4d-2.5055316?hl=en"
Crown Inn51.4811067-2.5142488,bars clubs,Crown Inn,"High St, Bristol BS16 5HP",High St,Bristol,BS16 5HP,FFJP+C8 Bristol,,,,51.4811067,-2.5142488,No,No,Pub,4.6,89 reviews,,12 Photos,https://lh5.googleusercontent.com/p/AF1QipPTN2ZwQsJdumR2kXYrqElfKaY1pxSOjNVfQ_w3=w408-h229-k-no,,11am–11pm,11am–11pm,11am–11pm,11am–11pm,11am–12am,12pm–12am,1–10:30pm,"https://www.google.com/maps/place/Crown+Inn/@51.455747,-2.5903533,13z/data=!4m9!1m3!2m2!1sbs15+bars+clubs!6e5!3m4!1s0x48718fe4f36ee3ab:0xd613a3fc5b289581!8m2!3d51.4811067!4d-2.5142488?hl=en"
The Red Lion51.4808262-2.502157,bars clubs,The Red Lion,"76 Broad St, Bristol BS16 5NL",76 Broad St,Bristol,BS16 5NL,FFJX+84 Bristol,,0117 956 9983,,51.4808262,-2.502157,No,Yes,Pub,3.7,56 reviews,,8 Photos,https://lh5.googleusercontent.com/p/AF1QipPpt0MivhdujZ9AG0zq2XWd_wRUNbyBNgA1xf39=w408-h229-k-no,,3–11pm,3–11pm,12–11pm,12–11pm,12pm–12am,12pm–12am,12–11pm,"https://www.google.com/maps/place/The+Red+Lion/@51.4578651,-2.5894624,13z/data=!4m9!1m3!2m2!1sbs15+bars+clubs!6e5!3m4!1s0x48718ff8f751b1af:0x313b1d9f449c1b2b!8m2!3d51.4808262!4d-2.502157?hl=en"
MJ's Music Venue51.4625755-2.5075159,bars clubs,MJ's Music Venue,"87 Regent St, Bristol BS15 8LJ",87 Regent St,Bristol,BS15 8LJ,FF7R+2X Bristol,mjsbristol.co.uk,0117 961 6767,,51.4625755,-2.5075159,No,No,Nightclub,5,1 review,,3 Photos,https://lh5.googleusercontent.com/p/AF1QipNeVsjuam_bgxlac-MpDEUSBltfahYx6tsNXJfa=w411-h200-k-no,,Closed,Closed,Closed,Closed,8pm–12am,8pm–12am,Closed,"https://www.google.com/maps/place/MJ's+Music+Venue/@51.4660564,-2.591656,13z/data=!4m9!1m3!2m2!1sbs15+bars+clubs!6e5!3m4!1s0x48718f4d385b1195:0x3a84227441d75670!8m2!3d51.4625755!4d-2.5075159?hl=en"
The Butchers Arms51.441275-2.4988526,bars clubs,The Butchers Arms,"22 Bath Rd, Longwell Green, Bristol BS30 9DG",Longwell Green,Bristol,BS30 9DG,"CGR2+GF Longwell Green, Bristol",thebutchersarms.business.site,0117 960 7285,,51.441275,-2.4988526,No,Yes,Pub,4.5,57 reviews,,9 Photos,https://lh5.googleusercontent.com/p/AF1QipNHH9o8La7a41CSAj0LxlbKXX45Ae1yA7xfQDU=w408-h306-k-no,,1–10:30pm,1–11pm,1–11pm,1–11pm,1–11pm,12–11pm,12–10:30pm,"https://www.google.com/maps/place/The+Butchers+Arms/@51.4660564,-2.591656,13z/data=!4m9!1m3!2m2!1sbs15+bars+clubs!6e5!3m4!1s0x48718f7deb1df535:0x718498ec72a9fe7e!8m2!3d51.441275!4d-2.4988526?hl=en"
King's Arms51.4623916-2.50486,bars clubs,King's Arms,"Kings Arms, 16 High St, Bristol BS15 4AB",16 High St,Bristol,BS15 4AB,FF6W+X3 Bristol,,,,51.4623916,-2.50486,No,No,Pub,4.2,32 reviews,,,//geo1.ggpht.com/cbk?panoid=Z_20vNn2dV53FPwva74VSA&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=200&yaw=196.95142&pitch=0&thumbfov=100,,12pm–12am,12pm–12am,12pm–12am,12pm–12am,12pm–12am,12pm–12am,10am–12am,"https://www.google.com/maps/place/King's+Arms/@51.4660564,-2.591656,13z/data=!4m9!1m3!2m2!1sbs15+bars+clubs!6e5!3m4!1s0x48718f8c1c9edb59:0x31ac366112e7ec84!8m2!3d51.4623916!4d-2.50486?hl=en"
The Black Horse51.4628891-2.5122846,bars clubs,The Black Horse,"372 Two Mile Hill Rd, Bristol BS15 1AH",372 Two Mile Hill Rd,Bristol,BS15 1AH,FF7Q+53 Bristol,facebook.com,0117 967 3132,,51.4628891,-2.5122846,Yes,Yes,Pub,4.3,58 reviews,,38 Photos,https://lh5.googleusercontent.com/p/AF1QipMKVbC4AHDj2QIyw14uanvHI7GXhSljzpsCR1zS=w408-h229-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12pm–12am,12pm–12am,12–11pm,"https://www.google.com/maps/place/The+Black+Horse/@51.4660564,-2.591656,13z/data=!4m9!1m3!2m2!1sbs15+bars+clubs!6e5!3m4!1s0x48718f92344c458d:0x8c83917c82a0c0aa!8m2!3d51.4628891!4d-2.5122846?hl=en"
The Swan Inn51.4480006-2.5266933,bars clubs,The Swan Inn,"Conham Hill, Bristol BS15 3AP",Conham Hill,Bristol,BS15 3AP,CFXF+68 Bristol,theswanhanham.co.uk,0117 967 3947,"enquiries@theswanhanham.co.uk,news@theswanhanham.co.uk",51.4480006,-2.5266933,No,Yes,Pub,4.4,99 reviews,,29 Photos,https://lh5.googleusercontent.com/p/AF1QipOvoj-N52k2xJV25vQwEgHcaM8n2bLnsomp1OhF=w408-h544-k-no,,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,12–11pm,"https://www.google.com/maps/place/The+Swan+Inn/@51.4595162,-2.5789076,13z/data=!4m8!1m2!2m1!1sbs15+bars+clubs!3m4!1s0x48718fa72666488b:0x1f5efa5ef7ccf83b!8m2!3d51.4480006!4d-2.5266933?hl=en"
The Chequers51.4280109-2.5075239,bars clubs,The Chequers,"Hanham Mills, Ferry Rd, Bristol BS15 3NU",Ferry Rd,Bristol,BS15 3NU,CFHR+6X Bristol,thechequershanhammills.co.uk,0117 329 1711,"chequershanhammills@youngs.co.uk,enquiries@youngs.co.uk",51.4280109,-2.5075239,No,Yes,Pub,4.1,496 reviews,,250+ Photos,https://lh5.googleusercontent.com/p/AF1QipNvnOq155nuBUQ1n01VV_W2TgsPr4EC75Wuesl4=w408-h272-k-no,,11:30am–10:30pm,11:30am–10:30pm,11:30am–10:30pm,11:30am–10:30pm,11:30am–11pm,11am–11pm,11am–10pm,"https://www.google.com/maps/place/The+Chequers/@51.4595162,-2.5789076,13z/data=!4m8!1m2!2m1!1sbs15+bars+clubs!3m4!1s0x48718f68a8342db3:0xf31d97142621d7ba!8m2!3d51.4280109!4d-2.5075239?hl=en"
Chasers Nightclub51.4626302-2.508259,bars clubs,Chasers Nightclub,"63-65 Regent St, Bristol BS15 8LQ",63-65 Regent St,Bristol,BS15 8LQ,FF7R+3M Bristol,chaserskingswood.co.uk,0117 422 7441,,51.4626302,-2.508259,No,Yes,Live music venue,3.1,67 reviews,,9 Photos,https://lh5.googleusercontent.com/p/AF1QipPB3lNkH2CcQ4jZSRc008fS9ZyLrWG36w5I5e41=w408-h725-k-no,,Closed,Closed,Closed,Closed,8pm–3am,8pm–3am,Closed,"https://www.google.com/maps/place/Chasers+Nightclub/@51.4595162,-2.5789076,13z/data=!4m8!1m2!2m1!1sbs15+bars+clubs!3m4!1s0x48718f8ddcbc5ec1:0xb4428dffa3f0380d!8m2!3d51.4626302!4d-2.508259?hl=en"
The Jolly Sailor51.4491496-2.5170319,bars clubs,The Jolly Sailor,"High St, Bristol BS15 3DQ",High St,Bristol,BS15 3DQ,CFXM+M5 Bristol,jdwetherspoon.com,0117 947 4010,,51.4491496,-2.5170319,No,No,Pub,3.8,463 reviews,,99+ Photos,https://lh5.googleusercontent.com/p/AF1QipOmJJP874WTUOWxg8YfNJE1AGx74kt28SWbOevM=w408-h229-k-no,,8am–11:30pm,8am–11:30pm,8am–11:30pm,8am–11:30pm,8am–12:30am,8am–12:30am,8am–11:30pm,"https://www.google.com/maps/place/The+Jolly+Sailor/@51.4595162,-2.5789076,13z/data=!4m8!1m2!2m1!1sbs15+bars+clubs!3m4!1s0x48718f9dc9ac8899:0x3fe511991a58d531!8m2!3d51.4491496!4d-2.5170319?hl=en"
Cadbury Heath Sports And Social Club51.451188-2.4784865,bars clubs,Cadbury Heath Sports And Social Club,"16 Cadbury Heath Rd, Bristol BS30 8BX",16 Cadbury Heath Rd,Bristol,BS30 8BX,FG2C+FJ Bristol,,0117 961 3526,,51.451188,-2.4784865,No,No,Bar,4.4,13 reviews,,,//geo0.ggpht.com/cbk?panoid=mFUQoYUI1tO5tei5dq4tEQ&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=200&yaw=336.71664&pitch=0&thumbfov=100,,7–11pm,7–11pm,7–11pm,7–11pm,7–11pm,Closed,Closed,"https://www.google.com/maps/place/Cadbury+Heath+Sports+And+Social+Club/@51.4595162,-2.5789076,13z/data=!4m8!1m2!2m1!1sbs15+bars+clubs!3m4!1s0x48718576a769fde5:0xc5027b3832af0f1a!8m2!3d51.451188!4d-2.4784865?hl=en"
Warmley Social Club51.4598538-2.4804873,bars clubs,Warmley Social Club,"20 Deanery Rd, Bristol BS15 9JB",20 Deanery Rd,Bristol,BS15 9JB,FG59+WR Bristol,,0117 961 6595,,51.4598538,-2.4804873,No,No,Bar,3.9,22 reviews,,5 Photos,https://lh5.googleusercontent.com/p/AF1QipPqbtK_vLidnJyaxPex-XV8ZrmU3e4mF0Tk1Us=w408-h229-k-no,,7:45–11pm,7:45–11pm,7:45–11pm,7:45–11pm,7:45–11pm,7:30–11:30pm,"12–4pm, 8–11pm","https://www.google.com/maps/place/Warmley+Social+Club/@51.4595162,-2.5789076,13z/data=!4m8!1m2!2m1!1sbs15+bars+clubs!3m4!1s0x4871856e61f24779:0x6d4819765b6561de!8m2!3d51.4598538!4d-2.4804873?hl=en"
Be At One51.3775138-2.3575805,bars clubs,Be At One,"Unit 11, The Vaults, Brunel Square, Bath BA1 1SX",Brunel Square,Bath,BA1 1SX,9JHR+2X Bath,beatone.co.uk,01225 439271,"feedback@beatone.co.uk,Sarah.Miller@stonegatepubs.com,recruitment@beatone.co.uk,bookings@beatone.co.uk,sophieevans@beatone.co.uk",51.3775138,-2.3575805,Yes,Yes,Cocktail bar,4.4,253 reviews,,101+ Photos,https://lh5.googleusercontent.com/p/AF1QipMcYudR89F4b2Y1JTM7d0zOof3EZ_AGHbUIquNV=w408-h407-k-no,,Closed,12–1am,12–1am,12–1am,12–2am,12–2am,12pm–1am,"https://www.google.com/maps/place/Be+At+One/@51.3775138,-2.4276183,12z/data=!4m9!1m3!2m2!1sbs16+bars+clubs!6e5!3m4!1s0x4871811039d76c31:0xdfe09d25297a4510!8m2!3d51.3775138!4d-2.3575805?hl=en"
