unique_key,gmap_category,Name,Full_Address,Street_Address,City,State,Zip,Plus_Code,Website,Phone,Email,Lat,Lng,Virtual_Tour,Claimed,Category,Rating,Reviews,Amenities,Photos,Main_Image_URL,Sub_Title,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,URL
IasiCon underground parking1301.05457859764,parc,IasiCon underground parking,"Strada Sfântul Lazăr 38, Iași 700049, Romania",Strada Sfântul Lazăr 38,Iași 700049,Romania,a,"5H4R+C5 Iași, Romania",,,,47.1560546,27.5904036,No,No,Parking Garage,4.3,-43,,2 Photos,//geo0.ggpht.com/cbk?panoid=43nL2xv-LON3UjY8CwXoEg&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=307.33618&pitch=0&thumbfov=100,Parcare subterană IasiCon,,,,,,,,"https://www.google.com/maps/place/IasiCon+underground+parking/@47.1527917,27.5748252,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cafb99555776bd:0x66e46d2c8a1c13d0!8m2!3d47.1560546!4d27.5904036?hl=en"
Gradina Botanica1300.68541984568,parc,Gradina Botanica,"Iași, Romania",,Iași,Romania,a,"5HJ9+39 Iași, Romania",,,,47.1802151,27.5684504,No,No,Botanical garden,,,,Photos,https://lh5.googleusercontent.com/p/AF1QipMnXmBh4CK9s5Zhb6uT3lBDWVQKaScSvyT1Z7uh=w426-h240-k-no,,Closed,9am–6pm,Closed,9am–6pm,9am–6pm,9am–6pm,9am–6pm,"https://www.google.com/maps/place/Gradina+Botanica/@47.1802151,27.5509409,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cafd2978bee079:0x9ab099e980c6c2ef!8m2!3d47.1802151!4d27.5684504?hl=en"
Underground parking Auchan1300.99483744199,parc,Underground parking Auchan,"Strada Palas, Iași 700259, Romania",Strada Palas,Iași 700259,Romania,a,"5H4Q+6Q Iași, Romania",palasiasi.ro,+40 232 209 920,,47.1555793,27.5894148,No,No,Car Park,3.5,-8,,,//geo3.ggpht.com/cbk?panoid=E1bg8QtUHrPQN4Gmx3Fs6g&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=252.90561&pitch=0&thumbfov=100,Parcare Subterană Auchan,,,,,,,,"https://www.google.com/maps/place/Underground+parking+Auchan/@47.1527917,27.5748252,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cafb9ea4d59689:0x7e5fa585a428d7c0!8m2!3d47.1555793!4d27.5894148?hl=en"
Secția Rosarium1300.10736982689,parc,Secția Rosarium,"Strada George Coșbuc 53, Iași, Romania",Strada George Coșbuc 53,Iași,Romania,a,"5HM3+9P Iași, Romania",botanica.uaic.ro,,,47.1833921,27.554343,No,No,Botanical garden,4.7,-284,,725+ Photos,https://lh5.googleusercontent.com/p/AF1QipMqWmNydHi1B241qcadEdrahp4zF3BWsB8__FiJ=w426-h240-k-no,,9am–8pm,9am–8pm,9am–8pm,9am–8pm,9am–8pm,9am–8pm,9am–8pm,"https://www.google.com/maps/place/Sec%C8%9Bia+Rosarium/@47.1527917,27.5748252,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cafca9aba2097b:0xd1f59dc7b6505a63!8m2!3d47.1833921!4d27.554343?hl=en"
Zona umeda Ciobarciu1310.87730666938,parc,Zona umeda Ciobarciu,"Strada Văscăuțeanu nr 10, Iași, Romania",Strada Văscăuțeanu nr 10,Iași,Romania,a,"2VV7+VR Costuleni, Romania",rowater.ro,,,47.0447076,27.8645011,No,Yes,Ecological park,,,,64+ Photos,https://lh5.googleusercontent.com/p/AF1QipNLz0HPhMK7TCyEboAqgqaW7tzctwK0Od8RcGCp=w408-h306-k-no,,,,,,,,,"https://www.google.com/maps/place/Zona+umeda+Ciobarciu/@47.0447076,27.8469916,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40ca515ca0ebdcf9:0xff4e7b605a7c854a!8m2!3d47.0447076!4d27.8645011?hl=en"
Parc Blindeşti1308.94592983822,parc,Parc Blindeşti,"Blindești, Moldova",,Blindești,Moldova,a,"8M68+PG Blindești, Moldova",,,,47.3118419,27.666349,No,No,Park and Garden,4.7,-15,,2 Photos,https://lh5.googleusercontent.com/p/AF1QipPk5o3h-ADRL2kLDwK4u6wfvietcoAEkDF4Vo4=w408-h471-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Parc+Blinde%C5%9Fti/@47.3118419,27.6488395,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cb1cae6c658045:0xe279d556af2c442b!8m2!3d47.3118419!4d27.666349?hl=en"
Parcul Monumentului Eroilor1289.74580381929,parc,Parcul Monumentului Eroilor,"Unnamed Road, Horlești 707260, Romania",Unnamed Road,Horlești 707260,Romania,a,"494H+VH Horlești, Romania",,,,47.107223,27.3789394,No,No,Park and Garden,4,-1,,4 Photos,https://lh5.googleusercontent.com/p/AF1QipMo-i_SW8mfWuqQPYN3V7-bCzDsRMPXYl0enXTA=w408-h272-k-no,,,,,,,,,"https://www.google.com/maps/place/Parcul+Monumentului+Eroilor/@47.107223,27.3614299,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40caef6cb09c46a1:0x4c7a95cb09856a25!8m2!3d47.107223!4d27.3789394?hl=en"
Parcul Central Ungheni1312.24132782985,parc,Parcul Central Ungheni,"Parcul Central, Ungheni, Moldova",Parcul Central,Ungheni,Moldova,a,"6Q8R+VJ Ungheni, Moldova",,+373 698 57 288,,47.2171543,27.7916225,No,No,Park and Garden,4.6,-76,,10 Photos,https://lh5.googleusercontent.com/p/AF1QipN11dt5hOv50OLvkU7CUBfOgCHPlJpCZX0zAgls=w493-h240-k-no,,,,,,,,,"https://www.google.com/maps/place/Parcul+Central+Ungheni/@47.2171543,27.774113,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cb01e56e7bb5e9:0x8945a9689367d4cd!8m2!3d47.2171543!4d27.7916225?hl=en"
The Whale1300.66053251622,parc,The Whale,"Campus Titu Maiorescu, Strada Titu Maiorescu 5-7, Iași 700461, Romania","Campus Titu Maiorescu,  Strada Titu Maiorescu 5-7",Iași 700461,Romania,a,"5HGC+67 Iași, Romania",,,,47.1755523,27.5706477,No,Yes,Fountain,4.3,-22,,10 Photos,https://lh5.googleusercontent.com/p/AF1QipOK7jEchDm7rKdxUYGH1ErKECt4PHbiIhOYjf_Q=w426-h240-k-no,Balena,,,,,,,,"https://www.google.com/maps/place/The+Whale/@47.1527917,27.5748252,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cafb604723eec7:0xd579f1c783f2265c!8m2!3d47.1755523!4d27.5706477?hl=en"
Central Park City Podu Iloaiei1287.64631783169,parc,Central Park City Podu Iloaiei,"E583 87, Podu Iloaiei 707365, Romania",E583 87,Podu Iloaiei 707365,Romania,a,"676F+X9 Podu Iloaiei, Romania",,,,47.2124349,27.2734571,No,No,Park and Garden,4.1,-62,,29 Photos,https://lh5.googleusercontent.com/p/AF1QipO4nd_rMV2V6gQC26M4W0uO0gBbO93QbYHnmLwW=w426-h240-k-no,Parcul Central Oras Podu Iloaiei,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Central+Park+City+Podu+Iloaiei/@47.2124349,27.2559476,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cadd75dfafcae9:0x34482436597f2868!8m2!3d47.2124349!4d27.2734571?hl=en"
"OGORUL TAU - Fitofarmacie, Magazin Agricol iasi1300.29943840141",parc,"OGORUL TAU - Fitofarmacie, Magazin Agricol iasi","Strada, Străpungerea Silvestru Nr 7, Iași 700001, Romania","Strada,  Străpungerea Silvestru Nr 7",Iași 700001,Romania,a,"5H89+X3 Iași, Romania",ogorultau.ro,+40 754 773 776,,47.1674143,27.567749,No,Yes,Farm shop,5,-34,,49+ Photos,https://lh5.googleusercontent.com/p/AF1QipPvy5pwjA5ckvmgPyGv8ymCtlBfpkx0CgY_UNcQ=w408-h306-k-no,Fitofarmacia OGORUL TAU IASI,8am–6pm,8am–6pm,8am–6pm,8am–6pm,8am–6pm,8am–1:30pm,Closed,"https://www.google.com/maps/place/OGORUL+TAU+-+Fitofarmacie,+Magazin+Agricol+iasi/@47.1527917,27.5748252,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cafb6635d48ce1:0x627927591e2d6fdb!8m2!3d47.1674143!4d27.567749?hl=en"
Pădurea Galata1299.46325989265,parc,Pădurea Galata,"Stradela Cărămidari 6, Iași, Romania",Stradela Cărămidari 6,Iași,Romania,a,"5H35+4C Iași, Romania",,+40 723 881 995,,47.1528406,27.5585361,No,No,National forest,4.3,-15,,12 Photos,https://lh5.googleusercontent.com/p/AF1QipMXcOv47LCgv5alrmfzMkQj_cjlE9KgDNxtB1U=w408-h544-k-no,,,,,,,,,"https://www.google.com/maps/place/P%C4%83durea+Galata/@47.1527917,27.5748252,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cafb1196ab169b:0xe31d19b218a3ce6e!8m2!3d47.1528406!4d27.5585361?hl=en"
Câmp1295.54724992251,parc,Câmp,Romania,,Romania,Romania,a,"3G7G+XP Dumbrava, Romania",,+40 752 700 140,,47.0649714,27.5267829,No,No,National park,,,,18 Photos,https://lh5.googleusercontent.com/p/AF1QipMj2sNygQlO77JpNzMq58qJp6KDw53ibfM_uRWP=w408-h839-k-no,,,,,,,,,"https://www.google.com/maps/place/C%C3%A2mp/@47.0649714,27.5092734,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40caf1d9637de65b:0xa567d5dfe32f0d76!8m2!3d47.0649714!4d27.5267829?hl=en"
Monumentul Eroilor1305.40088476544,parc,Monumentul Eroilor,"Tomești 707515, Romania",,Tomești 707515,Romania,a,"4MJW+FV Tomești, Romania",,,,47.1311487,27.6972007,No,No,Memorial park,4.5,-29,,26 Photos,https://lh5.googleusercontent.com/p/AF1QipPNFfM487MUl8zDmIORT0sXGTMgaMyfJFxCPb-x=w408-h544-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Monumentul+Eroilor/@47.1311487,27.6796912,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40caf8d8535901b9:0x8b6eb40f95378c52!8m2!3d47.1311487!4d27.6972007?hl=en"
MMB Camps Department1300.84732671971,parc,MMB Camps Department,"Bulevardul Ștefan cel Mare și Sfânt nr. 14, etaj 3, Iași 700074, Romania","Bulevardul Ștefan cel Mare și Sfânt nr. 14,  etaj 3",Iași 700074,Romania,a,"5H6J+RX Iași, Romania",tabere.mmb.ro,+40 729 889 229,,47.162106,27.582469,No,No,Religious organisation,1,-1,,,//geo3.ggpht.com/cbk?panoid=az-7Y4ndSEJpEVNZ3wKxqw&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=238.91753&pitch=0&thumbfov=100,Departament Tabere MMB,,,,,,,,"https://www.google.com/maps/place/MMB+Camps+Department/@47.162106,27.5649595,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cafb776cd61c69:0x9f749eef61319462!8m2!3d47.162106!4d27.582469?hl=en"
Park1305.37558298448,parc,Park,"Tomești 707515, Romania",,Tomești 707515,Romania,a,"4MJW+QF Tomești, Romania",,+40 754 759 585,,47.131935,27.6962018,No,No,Park and Garden,3.9,-24,,7 Photos,https://lh5.googleusercontent.com/p/AF1QipOX_SFGcva08nThJrwPDpolkR1H3yF9DFQ2rP5v=w408-h544-k-no,,,,,,,,,"https://www.google.com/maps/place/Park/@47.131935,27.6786923,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40caf8d8424dfee3:0x924743423419affb!8m2!3d47.131935!4d27.6962018?hl=en"
Anastasie Fătu Botanical Garden1300.31484004157,parc,Anastasie Fătu Botanical Garden,"Strada Dumbrava Roșie nr. 7-9, Iași, Romania",Strada Dumbrava Roșie nr. 7-9,Iași,Romania,a,"5HP4+VJ Iași, Romania",botanica.uaic.ro,+40 232 201 373,,47.1872253,27.5565014,No,No,Botanical garden,4.7,"-4,028",,27322+ Photos,https://lh5.googleusercontent.com/p/AF1QipMwGSBbrK7rjMjEaybBVnDxcvGsOI0TlpzV2hfC=w408-h272-k-no,Grădina Botanică Anastasie Fătu,Closed,9am–6pm,Closed,9am–6pm,9am–6pm,9am–6pm,9am–6pm,"https://www.google.com/maps/place/Anastasie+F%C4%83tu+Botanical+Garden/@47.1872253,27.5389919,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cafcabc43e3455:0x57f7e74d7dd7255a!8m2!3d47.1872253!4d27.5565014?hl=en"
Parc cu plopi1298.23606106165,parc,Parc cu plopi,"Lunca Cetățuii 707085, Romania",,Lunca Cetățuii 707085,Romania,a,"3HV8+WH Lunca Cetățuii, Romania",,,,47.0948305,27.5664239,No,No,Park and Garden,3.3,-9,,8 Photos,https://lh5.googleusercontent.com/p/AF1QipM1-0Hnn_cILmaKjpWucaqyX2trwXb7hIow_d5U=w408-h725-k-no,,,,,,,,,"https://www.google.com/maps/place/Parc+cu+plopi/@47.0948305,27.5489144,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cafa083c0be6c1:0x5be0052b782ffd99!8m2!3d47.0948305!4d27.5664239?hl=en"
Gradinar.ro1300.81654061996,parc,Gradinar.ro,,,,,,,gradinar.ro,+40 332 800 800,,47.1444436,27.5921496,No,Yes,Garden,5,-1,,,//maps.gstatic.com/tactile/pane/default_geocode-1x.png,,,,,,,,,"https://www.google.com/maps/place/Gradinar.ro/@47.1527917,27.5748252,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cafbbb8ff95555:0xd3f4605c9b5b78c7!8m2!3d47.1444436!4d27.5921496?hl=en"
Parc De Copii1299.09832137927,parc,Parc De Copii,"Strada Canta 65, Iași, Romania",Strada Canta 65,Iași,Romania,a,"5GFQ+8G Iași, Romania",,,,47.1732778,27.5388606,No,No,Park and Garden,3.5,-2,,,//geo2.ggpht.com/cbk?panoid=DjCXmMhD2B-XwpL_Yyqdog&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=359.63565&pitch=0&thumbfov=100,,,,,,,,,"https://www.google.com/maps/place/Parc+De+Copii/@47.1527917,27.5748252,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cafb4ddd1cc2d1:0x6031e687da7d4c26!8m2!3d47.1732778!4d27.5388606?hl=en"
Parcul Municipal Andrei-Cristian Lupu1299.19686277617,parc,Parcul Municipal Andrei-Cristian Lupu,"Strada Stindardului, Iași, Romania",Strada Stindardului,Iași,Romania,a,"5GFR+98 Iași, Romania",,,,47.1734803,27.5408313,No,No,Park and Garden,,,,,//geo3.ggpht.com/maps/photothumb/fd/v1?bpb=ChAKDnNlYXJjaC5UQUNUSUxFEkAKEgl5JsVNK_vKQBFaClPQRsofpBIKDd0gHhwVLWBqEBoSCacBf9dR-8pAEUdAdq_ShQz3KgoNExoeHBW5ZWoQGgYI8AEQmAM&gl=GB,,,,,,,,,"https://www.google.com/maps/place/Parcul+Municipal+Andrei-Cristian+Lupu/@47.1527917,27.5748252,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cafb2b4dc52679:0xa41fca46d0530a5a!8m2!3d47.1734803!4d27.5408313?hl=en"
Playground Street Ancestors1299.23637788057,parc,Playground Street Ancestors,"Strada Strămoșilor 39, Iași, Romania",Strada Strămoșilor 39,Iași,Romania,a,"5G8W+C9 Iași, Romania",,,,47.1660932,27.5459825,No,No,Park and Garden,3,-5,,2 Photos,https://lh5.googleusercontent.com/p/AF1QipMGfvTBXkUiH3mga0IvtWfXaOR4kDObaWL9_qg8=w408-h306-k-no,Parc de joacă Strada Strămoșilor,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Playground+Street+Ancestors/@47.1527917,27.5748252,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cafb46f2444503:0x9cac966659ffa300!8m2!3d47.1660932!4d27.5459825?hl=en"
Gradina Inflorita1300.45035465559,parc,Gradina Inflorita,"Aleea Nicolina nr. 17, Bl. 904, Iași 700221, Romania","Aleea Nicolina nr. 17,  Bl. 904",Iași 700221,Romania,a,"4HWM+2J Iași, Romania",olx.ro,+40 747 609 376,,47.145085,27.584007,No,Yes,Garden,,,,456+ Photos,https://lh5.googleusercontent.com/p/AF1QipND0NZJOcWPDV0qIsd6NTjlFOAVhsqwdcJiQJ0=w428-h240-k-no,,8am–6:30pm,8am–6:30pm,8am–6:30pm,8am–6:30pm,8am–6:30pm,8am–6:30pm,Closed,"https://www.google.com/maps/place/Gradina+Inflorita/@47.1527917,27.5748252,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cafba4fafb55a5:0xb57c11051a70774!8m2!3d47.145085!4d27.584007?hl=en"
Copou Park1300.58399065247,parc,Copou Park,"Aleea Grigore Ghica Vodă, Iași, Romania",Aleea Grigore Ghica Vodă,Iași,Romania,a,"5HP7+39 Iași, Romania",,+40 751 675 107,,47.1851456,27.5634201,No,No,Park and Garden,4.6,-219,,353+ Photos,https://lh5.googleusercontent.com/p/AF1QipPCvDraQJUfUEnohc2f25t7QgVdGgtvrLz0rf4N=w408-h306-k-no,Parcul Copou,,,,,,,,"https://www.google.com/maps/place/Copou+Park/@47.1527917,27.5748252,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cafca42ca738ef:0x27f735f203eec8e0!8m2!3d47.1851456!4d27.5634201?hl=en"
Park Street Tabacului1299.20967020903,parc,Park Street Tabacului,"Strada Tabacului 49, Iași, Romania",Strada Tabacului 49,Iași,Romania,a,"5G9V+MF Iași, Romania",,,,47.1691419,27.5436359,No,No,Park and Garden,3.1,-19,,4 Photos,https://lh5.googleusercontent.com/p/AF1QipOOcohSx8DLgwoAYkww9cMin0Gp-duYHD3IdJY=w408-h544-k-no,,,,,,,,,"https://www.google.com/maps/place/Park+Street+Tabacului/@47.1527917,27.5748252,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cafb4f59162ef3:0x3f741b47abe56502!8m2!3d47.1691419!4d27.5436359?hl=en"
Playground Street Column1299.1624493255,parc,Playground Street Column,"Strada Columnei 5, Iași, Romania",Strada Columnei 5,Iași,Romania,a,"5G8V+WF Iași, Romania",,,,47.1673179,27.5436999,No,No,Park and Garden,3.6,-22,,2 Photos,https://lh5.googleusercontent.com/p/AF1QipOH1yaeJ9-8T_baCMwfUPiFY6WJ0gfmBGRvsFhD=w426-h240-k-no,Parc de joacă Strada Columnei,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Closed,"https://www.google.com/maps/place/Playground+Street+Column/@47.1527917,27.5748252,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cafb4613dfde57:0x20b4337270215cc!8m2!3d47.1673179!4d27.5436999?hl=en"
Parc Strada Amurgului1299.6472661707,parc,Parc Strada Amurgului,"Strada Amurgului 1, Iași 700433, Romania",Strada Amurgului 1,Iași 700433,Romania,a,"5H93+79 Iași, Romania",,,,47.1682335,27.5534437,No,No,Park and Garden,3.7,-32,,,//geo0.ggpht.com/cbk?panoid=wQU0B5wS4tVWEKgv50PchA&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=353.40427&pitch=0&thumbfov=100,,,,,,,,,"https://www.google.com/maps/place/Parc+Strada+Amurgului/@47.1527917,27.5748252,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cafb439e48354d:0x8e39dc9ef912d0da!8m2!3d47.1682335!4d27.5534437?hl=en"
Parcul cu Chițcăi1299.83399799128,parc,Parcul cu Chițcăi,"Iași, Romania",,Iași,Romania,a,"5H94+GR Iași, Romania",,,,47.1688443,27.5570457,No,No,Park and Garden,5,-1,,3 Photos,https://lh5.googleusercontent.com/p/AF1QipM2hHEWTCLSooeucFUyIosqFxjIahssKJbI1tEF=w408-h544-k-no,,,,,,,,,"https://www.google.com/maps/place/Parcul+cu+Chi%C8%9Bc%C4%83i/@47.1527917,27.5748252,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cafbb85a8a843d:0x63326511092ece91!8m2!3d47.1688443!4d27.5570457?hl=en"
PARC POSTA1299.46804803414,parc,PARC POSTA,"Strada Vitejilor 10, Iași, Romania",Strada Vitejilor 10,Iași,Romania,a,"5G9X+9R Iași, Romania",,,,47.1684351,27.5495264,No,No,Park and Garden,3.6,-25,,4 Photos,https://lh5.googleusercontent.com/p/AF1QipMs4eGwaor5rvceSq1_464UmpmXuROAv165gtOr=w408-h306-k-no,,,,,,,,,"https://www.google.com/maps/place/PARC+POSTA/@47.1527917,27.5748252,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cafb4442409e5d:0xcc358da816db134d!8m2!3d47.1684351!4d27.5495264?hl=en"
Parc Dacia1299.26800402823,parc,Parc Dacia,"Bulevardul Dacia 65, Iași 700427, Romania",Bulevardul Dacia 65,Iași 700427,Romania,a,"5G8W+GH Iași, Romania",,,,47.1663708,27.5464909,No,No,Park and Garden,4,-77,,20 Photos,https://lh5.googleusercontent.com/p/AF1QipPqi65VZ67HbQOUDZIEuiIrUB6GljBMZwXSse1B=w408-h306-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Parc+Dacia/@47.1527917,27.5748252,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cafb46927bc257:0xfe3e7cbfea4a9aa!8m2!3d47.1663708!4d27.5464909?hl=en"
Parc Dacia1299.43983635009,parc,Parc Dacia,"Bulevardul Dacia 30, Iași 700423, Romania",Bulevardul Dacia 30,Iași 700423,Romania,a,"5G8X+WR Iași, Romania",,,,47.1673056,27.549588,No,No,Park and Garden,4.4,-5,,3 Photos,https://lh5.googleusercontent.com/p/AF1QipOYMmrSiku6iQh-9gVeTheCn_LleGSw56OQRjoG=w426-h240-k-no,,,,,,,,,"https://www.google.com/maps/place/Parc+Dacia/@47.1527917,27.5748252,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cafb44054d7a8b:0x454a2f710c654e9f!8m2!3d47.1673056!4d27.549588?hl=en"
Spațiu Joacă1300.31876666216,parc,Spațiu Joacă,"Șoseaua Arcu 31, Iași 707305, Romania",Șoseaua Arcu 31,Iași 707305,Romania,a,"5H98+RQ Iași, Romania",,,,47.1695337,27.5669201,No,No,State park,5,-3,,9 Photos,https://lh5.googleusercontent.com/p/AF1QipPb-NSaNkMhGWIN8CI7lkeJPAeoZx5UjCU_fvSy=w408-h544-k-no,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/place/Spa%C8%9Biu+Joac%C4%83/@47.1527917,27.5748252,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cafb66439b62df:0xd707abf56a9123bc!8m2!3d47.1695337!4d27.5669201?hl=en"
Park Street I. Simionescu1299.43503289873,parc,Park Street I. Simionescu,"Strada Ion Simionescu 6, Iași, Romania",Strada Ion Simionescu 6,Iași,Romania,a,"5G9X+FF Iași, Romania",,,,47.1687035,27.5486697,No,No,Park and Garden,3.8,-23,,4 Photos,https://lh5.googleusercontent.com/p/AF1QipNfY63o5rBl-2y_nOi9KfXR2XdyqNWIkbxvr8gz=w408-h544-k-no,,,,,,,,,"https://www.google.com/maps/place/Park+Street+I.+Simionescu/@47.1527917,27.5748252,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cafb444f04c289:0x4871e6a912d2270b!8m2!3d47.1687035!4d27.5486697?hl=en"
Park Street Sucidava1299.75382700099,parc,Park Street Sucidava,"Aleea Sucidava 9, Iași 707305, Romania",Aleea Sucidava 9,Iași 707305,Romania,a,"5H94+2C Iași, Romania",,,,47.1676126,27.5560656,No,No,Park and Garden,3.9,-19,,,//geo3.ggpht.com/cbk?panoid=YGnmF-mbgNGTpzaFJ5wInQ&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=104.22506&pitch=0&thumbfov=100,,,,,,,,,"https://www.google.com/maps/place/Park+Street+Sucidava/@47.1527917,27.5748252,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cafb4257d33819:0x4dc293db217e0720!8m2!3d47.1676126!4d27.5560656?hl=en"
Park Street Plaies1299.77633303824,parc,Park Street Plaies,"Strada Plăieșilor 23, Iași 707305, Romania",Strada Plăieșilor 23,Iași 707305,Romania,a,"5H85+44 Iași, Romania",,,,47.1653587,27.5578596,No,No,Park and Garden,4.3,-21,,,//geo2.ggpht.com/cbk?panoid=ycH0B6BpMthscUum-5ztaw&output=thumbnail&cb_client=search.TACTILE.gps&thumb=2&w=408&h=240&yaw=184.46242&pitch=0&thumbfov=100,,,,,,,,,"https://www.google.com/maps/place/Park+Street+Plaies/@47.1527917,27.5748252,14z/data=!4m9!1m3!2m2!1sparc+near+Podu+Ro%C8%99,+Ia%C8%99i,+Romania!6e1!3m4!1s0x40cafb69e4f54e7f:0x741c6347ea789df!8m2!3d47.1653587!4d27.5578596?hl=en"
